id,word,example_en,example_ja
B200168,ban,Smoking is banned in the train.,列車内で喫煙は禁じられている。
B200169,banker,My uncle is a successful banker.,私の叔父は成功した銀行家です。
B200170,bankrupt,War bankrupted the nation's resources and manpower.,戦争が国の資源と労働力を使い果たしてしまった。
B200171,bankruptcy,The company had to declare bankruptcy due to financial difficulties.,会社は財政難のために破産を宣言しなければならなかった。
B200172,barbershop,I'm going to the barbershop to get a haircut.,私は髪を切るために理髪店に行きます。
B200173,bare,He is too shy to bare his heart to her.,彼は恥ずかしがり屋なので、彼女に心を打ち明けられない。
B200174,bargain,The union bargained with the management.,組合は経営者側と賃金交渉をした。
B200175,bark,The dog started to bark when it saw a stranger.,その犬は見知らぬ人を見ると吠え始めました。
B200176,barley,The barley used in this beer is malted to enhance its flavor.,このビールに使用されている大麦は、風味を引き立てるために麦芽化されています。
B200177,barn,The old barn on the farm has been there for generations.,その農場の古い納家は何世代にもわたって存在しています。
B200178,barometer,The barometer indicates a change in the weather.,晴雨計は天気の変化を示しています。
B200179,barren,The barren land could not support any crops.,そのやせた土地では作物を育てることができなかった。
B200180,barrier,The barrier was put up to prevent unauthorized access.,そのバリアは、不正なアクセスを防ぐために設置されました。
B200181,bartender,The bartender served us our drinks with a friendly smile.,バーテンダーは親切な笑顔で私たちにドリンクを提供しました。
B200182,bathhouse,I am going to the bathhouse to relax.,私はリラックスするために浴場に行きます。
B200183,battlefield,The battlefield was filled with the echoes of gunfire and explosions.,戦場は銃火と爆発の反響で満たされていました。
B200184,beagle,I have a beagle named Max.,私はマックスという名前のビーグル犬を飼っています。
B200185,beak,The bird has a sharp beak.,その鳥は鋭いくちばしを持っています。
B200186,beam,The construction worker is installing the beam in the new building.,建設作業員が新しい建物にはりを取り付けています。
B200187,bearing,His calm and composed bearing in the face of adversity is truly admirable.,彼の逆境に対する落ち着いた態度は本当に称賛に値する。
B200188,beat,The runner's cadence matched the beat of the music.,ランナーの律動は音楽のリズムに合っていた。
B200189,beautify,She used makeup to beautify her appearance.,彼女は見た目を美しくするためにメイクを使った。
B200190,bellow,The cow bellowed loudly in the field.,牛は畑で大きな声で鳴きました。
B200191,belongings,Please make sure to gather all your belongings before you leave the train.,電車を降りる前に、あなたの所有物をすべてまとめてください。
B200192,bend,Be careful when driving on mountain roads with hairpin bends.,ヘアピンカーブのある山道を運転する際は注意してください。
B200193,beneficial,Regular exercise is beneficial to our health.,定期的な運動は私たちの健康に有益です。
B200194,benefit,This law will benefit the poor.,この法律は貧しい人々のためになるであろう。
B200195,benevolence,Her benevolence towards others is truly inspiring.,彼女の他人への善意は本当に感銘的です。
B200196,benevolent,She is known for her benevolent nature.,彼女は慈悲深い性格で知られています。
B200197,berry,I picked a ripe berry from the bush.,私は茂みから熟したベリーを摘みました。
B200198,bestow,The queen will bestow the title of knight on him for his bravery.,彼の勇敢さに対して、女王は彼に騎士の称号を授けるでしょう。
B200199,bestseller,The author's new book quickly became a bestseller.,その作家の新しい本はすぐにベストセラーになりました。
B200200,betray,He would never betray his country to the enemy.,彼は決して敵に自国を裏切ることはありません。
B200201,bewilder,Her sudden change in behavior bewildered me.,彼女の行動の急な変化に私は当惑しました。
B200202,bewilderment,I looked at the complicated instructions with bewilderment.,私は複雑な指示を当惑しながら見ました。
B200203,bid,The king bid his subjects to prepare for the upcoming war.,王は、その臣民に来るべき戦争の準備を命じた。
B200204,bidding,The bidding for the antique vase started at $500.,そのアンティークの花瓶の入札は500ドルから始まった。
B200205,bikini,She bought a new bikini for the summer vacation.,彼女は夏休みのために新しいビキニを買いました。
B200206,billion,The company's net worth is over a billion dollars.,その会社の純資産は10億ドル以上です。
B200207,bind,She used a rope to bind the firewood together.,彼女はロープを使って薪を一緒に縛りました。
B200208,bio,He tried to sell himself with an alluring bio.,彼は魅力的な経歴紹介で自信を売り込もうとした。
B200209,biological,Biological research is essential for understanding the complexities of life.,生物学の研究は生命の複雑さを理解するために不可欠です。
B200210,biotechnology,The advancements in biotechnology have revolutionized the medical field.,生物工学の進歩は医療分野を革新しました。
B200211,birdcage,I bought a beautiful birdcage for my parrot.,私は私のオウムのために美しい鳥かごを買いました。
B200212,birthplace,My birthplace is a small town in the countryside.,私の出生地は田舎の小さな町です。
B200213,bitterly,He bitterly regretted his past mistakes.,彼は過去の間違いをひどく後悔した。
B200214,bizarre,The movie had a bizarre [[plot twist]].,この映画には奇妙な筋書きがあった。
B200215,blade,The blade of the knife was extremely sharp.,そのナイフの刃は非常に鋭かった。
B200216,blast,A sudden blast of wind blew her hat off.,突然の風の一吹きで彼女の帽子が飛ばされた。
B200217,blast,The rocket blasted out of the atmosphere.,ロケットは大気圏外へ飛んでいった。
B200218,blaze,The forest was quickly consumed by the blaze.,その森はすぐに炎に飲み込まれた。
B200219,blaze,"Her wit blazed throughout the court, her every quip met with laughter and admiration.",彼女の機知は宮廷中に轟き、すべての小言は笑いと賞賛に包まれた。
B200220,blend,This coffee is a blend of Java and Brazil.,このコーヒーはジャワとブラジルのブレンドだ。
B200221,blindly,He followed the instructions blindly without understanding the consequences.,彼は結果を理解せずに、盲目的に指示に従いました。
B200222,blindness,His sudden blindness shocked everyone in the family.,彼の突然の盲目は家族全員を驚かせました。
B200223,blink,"Without realizing it, I often blink when I'm nervous.",気づかないうちに、私は緊張するとよくまばたきします。
B200224,bloodstream,The oxygen is carried through the bloodstream to all parts of the body.,酸素は血流を通じて体のすべての部分に運ばれます。
B200225,bloody,The cut on his hand was bloody.,彼の手の切り傷は出血していた。
B200226,bloody,He bloody well knew he shouldn't have eaten that entire pie.,パイを全部食べるべきじゃなかったと、彼は分かりきっていた。
B200227,blooming,The park is blooming with a variety of flowers.,公園はさまざまな花で花盛りです。
B200228,blossom,The cherry trees are in full blossom.,桜の木は満開の花です。
B200229,blur,The mountain was blurred by fog.,霧のため山の輪郭がぼんやりしていた。
B200230,blurt,"The unexpected proposal hung in the air, a nervous blurt trapped in the speaker's throat.",予期せぬ提案は宙に浮き、緊張のあまり、発言者は言葉に詰まってしまった。
B200231,blush,"What with joy and shame, she blushed to the ears.",嬉しいやら恥ずかしいやらで、彼女は耳まで赤くなった。
B200232,boiling,Put some salt into the boiling water.,沸騰している湯に塩を入れなさい。
B200233,bold,The title of the document was written in bold.,そのドキュメントのタイトルは太字で書かれていました。
B200234,bolt,I need a bolt to fasten the wooden planks together.,木の板を固定するためにボルトが必要です。
B200235,bolt,The baker carefully bolted the flour through a fine sieve.,パン職人は小麦粉を丁寧に目の細かいふるいにかけた。
B200236,bombard,The endless bombard of marketing emails forced them to create multiple filters just to find legitimate messages.,終わりのないマーケティング・メールの洪水のため、正しいメッセージを見つけるために複数のフィルターの作成を余儀なくさせられた。
B200237,bomber,The bomber was flying high in the sky.,爆撃機は高く空を飛んでいました。
B200238,bombing,The indiscriminate bombing caused widespread destruction.,無差別な爆撃は広範な破壊を引き起こしました。
B200239,bony,He has a bony face.,彼は骨のある顔をしている。
B200240,bookish,She is a bookish person who loves to read.,彼女は本好きで、読書が大好きな人です。
B200241,booklet,I found an interesting booklet at the bookstore.,私は書店で面白い小冊子を見つけました。
B200242,bookmark,I always use a bookmark to mark my place in a book.,私はいつも本のしおりを使って、本のページをマークします。
B200243,bookmark,I always bookmark interesting articles to read later.,いつも興味深い記事を後で読むためにブックマークします。
B200244,boost,Regular exercise can boost your energy levels.,定期的な運動はエネルギーレベルを増加させることができます。
B200245,boost,They all boosted the candidate.,彼らは皆その候補者を応援した。
B200246,booth,I set up a booth at the local fair to sell my handmade crafts.,地元の祭りで手作りの工芸品を売るために仮小屋を設置しました。
B200247,bossy,She is always bossy and likes to be in control.,彼女はいつも親分風を吹かせて、コントロールしたがります。
B200248,botany,She studied botany in college.,彼女は大学で植物学を勉強しました。
B200249,bothered,I don't have time to be bothered by such small things.,私はそんな小さなことにわずらわされるヒマはない。
B200250,bothersome,Dealing with difficult customers can be bothersome.,厄介なお客様との取引はやっかいかもしれません。
B200251,bottle,Please bottle the homemade wine.,手作りのワインをボトルに詰めてください。
B200252,bounce,In tennis you have to hit the ball before its second bounce.,テニスでは、ボールが2バウンドする前に打たなければならない。
B200253,bourbon,I enjoy sipping on a glass of bourbon after a long day.,長い一日の後、私はバーボンのグラスを飲むのを楽しんでいます。
B200254,bow,She bowed deeply to show her respect.,彼女は敬意を表すために深々とお辞儀をした。
B200255,boxer,He is a professional boxer.,彼はプロのボクサーです。
B200256,bracket,The shelf is supported by brackets.,棚はブラケットで支えられています。
B200257,brag,His brag about his new car was quite annoying.,彼の新しい車についての自慢はかなりうっとうしかった。
B200258,brake,She braked hard when she saw a child run out into the road.,彼女は子供が道路に飛び出すのを見て強くブレーキをかけた。
B200259,bravery,She showed great bravery in the face of danger.,彼女は危険に立ち向かう勇敢さを示しました。
B200260,breakable,"Be careful with that glass, it's breakable.",そのグラスは破れやすいので注意してください。
B200261,breakdown,My car had a breakdown on the way to work.,仕事に行く途中で車が故障しました。
B200262,breakup,"After the breakup, they decided to remain friends.",別れた後も、二人は友人であり続けることにした。
B200263,breathtaking,The view from the top of the mountain was breathtaking.,山の頂上からの景色は息をのむようなものだった。
B200264,breed,The borzoi is a breed of dog that originated in Russia.,ボルゾイは、ロシア原産の犬の品種です。
B200265,breezy,The weather today is breezy and pleasant.,今日の天気はそよ風が吹いて心地よいです。
B200266,brewery,I visited a local brewery and tried their craft beers.,地元のビール醸造所を訪れて、彼らのクラフトビールを試しました。
B200267,brilliantly,The stars shone brilliantly in the night sky.,夜空に星がきらきらと輝いていた。
B200268,broadband,"With the upgrade to fiber optic broadband, streaming movies feels effortless now.",光ブロードバンドにアップグレードしたことで、映画のストリーミングも楽に感じられるようになった。
B200269,broadcast,The radio broadcast the news in detail.,ラジオがこのニュースを詳しく放送した。
B200270,broadcaster,The broadcaster announced the news to the public.,放送者はニュースを一般に発表しました。
B200271,broaden,Traveling can broaden your horizons and expand your perspective.,旅行することで視野が広がり、視点が広がることがあります。
B200272,broadly,She has a broadly diverse range of interests.,彼女は広く多様な興味を持っています。
B200273,brochure,I picked up a brochure at the tourist information center.,私は観光案内所でパンフレットを手に取りました。
B200274,brother-in-law,My brother-in-law is coming to visit us this weekend.,今週末、義理の兄が私たちを訪ねてきます。
B200275,browse,I like to browse through books at the bookstore.,私は本屋で本を眺めるのが好きです。
B200276,browser,I use a web browser to surf the internet.,私はインターネットを閲覧するためにウェブブラウザを使用します。
B200277,bruise,She had a bruise on her arm.,彼女の腕に打撲傷があった。
B200278,bud,I saw a beautiful bud blooming in the garden.,私は庭で美しいつぼみが咲き始めているのを見ました。
B200279,budget,The store is planning a budget sale next month.,その店は来月大安売りを計画している。
B200280,bulimia,she lapsed into bulimia as a result of her diet.,彼女はダイエットの結果、過食症になった。
B200281,bully,He just loves to bully people.,彼はただ人をいじめるのが好きなだけです。
B200282,bum,She fell and hurt her bum.,彼女は転んでおしりを痛めました。
B200283,bumper,The car's bumper was damaged in the accident.,事故で車のバンパーが損傷しました。
B200284,bun,I bought a delicious bun from the bakery.,私はパン屋から美味しいロールパンを買いました。
B200285,burden,They were burdened with heavy taxes.,彼らは重税に悩まされた。
B200286,burdensome,The heavy workload became burdensome for him.,彼にとって、重い仕事量は重荷となった。
B200287,bureaucracy,The bureaucracy in this government is incredibly inefficient.,この政府の官僚制度は非常に効率が悪いです。
B200288,burglary,There has been a recent increase in burglary in this neighborhood.,この地域で最近住宅侵入が増加しています。
