id,word,expectedPos,answer1,answer2,answer3,answer4,answer5
A200111,bank,v,〈金〉を銀行に預金する,銀行業を営む,,《～に》預金している《with》,,
A200112,banking,n,銀行業務(経営),,,,
A200113,barbecue,n,バーベキュー,バーベキュー用の台,,,
A200114,barber,n,理髪師,,,,
A200115,bargain,n,〈C〉安い買い物,契約,,,
A200116,base,n,〈C〉基礎,基部,本拠地,,
A200117,basic,adj,基礎の,塩基性(アルカリ性)の,,,
A200118,basically,adv,基本的に,元来は,,,
A200119,basket,n,かご,～の)かご1杯(basketful)《+of+名》,(バスケットボールで)ゴールの網,得点,
A200120,batch,n,〈C〉《～の》1度分の分量《of ～》,(パンなどの)一焼き分《of ～》,《話》《～の》束,《コンピューター》《形容詞的に用いて》一括の,
A200121,battery,n,〈C〉電池,砲列,一組みの器具,(野球で)バッテリー,〈U〉(法律用語で)殴打
A200122,bay,n,湾,入り江,,,
A200123,bear,v,《しばしば受動態で》(子)を産む,〈花〉をつける,〈重さ〉を支える,《通例否定構文で》をがまんする,《文》を運ぶ
A200124,beauty,n,美しさ,美,美人、利点、長所,,
A200125,been,be-verb,beの過去分飼形,,,,
A200126,beer,n,〈U〉ビール,〈C〉コップ1杯(びん1本)のビール,発酵性飲料,,
A200127,before,conj,《時》～する前に,《優先》～するよりむしろ,,,
A200128,beg,v,《～に》〈食物・衣服・金銭など〉をくださいと頼む,〈人〉に懇願する,施しを請う,こじきをする,《～を》熱心に頼む,
A200129,beginner,n,初学者,創始者,,,
A200130,beginning,n,初る,《しばしば複形数で》初期,起衡,,
A200131,behavior,n,〈C〉ふるまい,(相手への反応として示す)態度,行儀,ある状況での物の)作用,,
A200132,being,n,〈U〉存在,〈U〉本質,〈C〉生き物,,
A200133,belly,n,腹,胃,(物の)内側,ふくれた部分,前面[部]
A200134,belong,v,《～の》所有である,《～の》一部である,《～に》属する《to》,,
A200135,belt,n,ベルト,(特徴のある)地帯,機械の)ベルト,ベルト状のもの,《話》ピシャリとたたくと
A200136,bench,n,ベンチ,〈U〉(職人・技師・科学者の)作業台,長くて狭い段丘,《the~》(スポーツの)選手席,〈C〉裁判官席,〈U〉裁判官の職(地位)
A200137,bend,v,〈他〉を曲げる,《～に》を従わせる《to ～》,《～に》(関心など)を向ける《to ～》〈自〉曲がる,身をかがめる,従う
A200138,besides,adv,さらに,その上,ほかに,,
A200139,better,adv,いっそうよく,(程度・時間・距離などが)もっと多く,,,
A200140,beyond,prep,《場所》～を越えて,《数詞つきの句とともに》～から[いくつ目],《時間》～を過ぎて,《程度・範囲》～の限度を越えて,～以上に(above),《通例否定文・疑問文で》～よりほかには
A200141,bill,n,〈C〉勘定書,《米》紙弊,(議会の)法案,張り札,
A200142,bit,n,〈C〉《～の》小片,《a~》《話》わずかの時間,ちよっと,,
A200143,bite,n,〈C〉かむこと,〈C〉《食べ物の》ひとくち[分],《話》軽い食事,〈C〉かみ傷,〈U〉ぴっとする刺激
A200144,blackboard,n,黒板,,,,
A200145,blame,v,(事)を非難する,《～のことで》(人)を非難する《for ～》,《～に》(罪など)をなすりつける《on ～》,,
A200146,blanket,n,毛布,(毛布にように)一面に広がっておおう物,,,
A200147,blonde,adj,(人が)金髪で色白の,毛髪が)薄いトビ色の,(家具の色調が)薄い色の,色白で金髪の人,
A200148,blood,n,血,流血(bloodshed),殺人,気質,血統,人種・出身国の)系
A200149,bloom,n,〈C〉(特に観賞用植物の)花,,〈U〉《a~》,〈C〉開花,開花期,〈U〉(ある状態の)真っ盛り,(ほおの)ばら色,〈U〉(ほおの)健康な桜色
A200150,blow,n,〈C〉(手・こぶし・武器などによる)強打,《～への》(精神的な)打撃,一吹き,,
A200151,board game,n,ボードゲーム 《チェスのように盤面でするゲーム》,,,,
A200152,boil,v,沸く,煮える,〈人,(沸騰する湯のように)わき立つ,～を沸かす
A200153,boiled,adj,ゆでられた(ゆでた,煮沸した,,,
A200154,bonus,n,ボーナス,桂品,《話》思いがけない喜び[を与えるもの],,
A200155,bookcase,n,本箱,書だな,,,
A200156,bookshelf,n,本だな,,,,
A200157,bookshop,n,書店,本屋(《米》bookstore),,,
A200158,bored,adj,退屈している (させられている,うんざりした(させられている,,,
A200159,boss,n,〈C〉ボス,,,,
A200160,bother,v,を悩ませる,迷惑をかける,思い悩む,,,
A200161,bra,n,=brassiere,brassiere,,,
A200162,brainstorm,n,(突然の一時的な)精神錯乱,《米話》ひらめき,アイデア出しのためのブレーンストーミング,,
A200163,brake,n,〈C〉ブレーキ,制動機,歯止め,,
A200164,branch,n,枝,支流,支店,(学問の)部門,
A200165,brand,n,(商品などの)種類,商標,(家蓄・商品などに付けて所有主・品質などを示す)焼き印,昔罪人に押した)烙印(らくいん),汚名,《文》燃えさし
A200166,brave,adj,勇敢な,重いきった,派手な,目立つ,
A200167,break,n,壊れた箇所,中断,休憩時間,逃亡計画,～に向かっての)突進
A200168,breeze,n,微風,そよ風,《英話》ちょっとした口論(けんか),《おもに米話》容易なこと,軽快に動く(進む)
A200169,bride,n,花嫁,新婦,,,
A200170,brilliant,adj,光り輝く,色鮮やかな,見事な,知性あふれる,
A200171,brown,n,茶色,,,,
A200172,budget,n,〈C〉《～の》予算,予算案《for ～》,,,
A200173,bug,n,《米》昆虫,《おもに英》=bedbug,《話》病原菌,《話》(機械の)故障,《話》(病的な)熱狂家,《the ~》～熱
A200174,bulb,n,球根(ユり・タマネギなどの地下茎),球根状のもの,電球,,,
A200175,burn,n,〈C〉やけど,日焼け,,,
A200176,bury,v,(〈他〉死体)を埋める,見えないように)～をおおい隠す,を深く突っ込む,《～に》(人)を没頭させる 《in ～》,
A200177,bus station,n,バスの停留所 (=bus stop),,,,
A200178,bus stop,n,バス停留所,,,,
A200179,bush,n,〈C〉低木(たけが低く根元から多数の小枝が発生している木),〈U〉《the bush》未開墾地,茂る,,
A200180,businessman,n,実業家,実務家,,,
A200181,businesswoman,n,女実業家,,,,
A200182,cab,n,《おもに米》タクシー(=taxicab),昔のつじ馬車,(トラック・機関車などの)運転台,,
A200183,cafeteria,n,カフェテリア(セルフサービスの簡易食堂),,,,
A200184,calendar,n,〈C〉暦,〈C〉〈U〉暦法,〈U〉〈C〉年中行事表,訴訟事件表,,
A200185,call,v,〈C〉呼び声,通話,訪問,点呼,電話をかけること
A200186,camp,v,野営する,キャンプ生活を送る《out》,,,
A200187,camping,n,野営,キャンプ,,,
A200188,campus,n,(大学などの)構内,《米》(大学の)分校,,,
A200189,can,n,〈C〉缶,《米》缶詰,,,
A200190,capital,n,首都,大文字,資本,,
A200191,capital letter,n,大文字,かしら文字,,,
A200192,captain,n,長,船長,(チームの)主将,陸軍大慰,海軍大佐,《米》(空軍・海兵隊の)大慰,
A200193,car park,n,駐車場 (=parking lot),,,,
A200194,carrot,n,ニンジン,ニンジンの根,,,
A200195,cash,n,現金,〈小切手・為替など〉を現金に換える,,,
A200196,cassette,n,(録音・録画テープの)カセット,タイプライターの)カートリッジ,,,
A200197,castle,n,城,(一般に)大邸宅,またrook)(チェスのこまの)城将,,
A200198,cause,v,〈他〉の原因となる,〈人〉に～させる《someone to do》,,,
A200199,cent,n,〈C〉セント(1ドルの1/100,米国・カナダの貨幣単位,《略》￠),〈C〉1セント銅貨,〈U〉(単位としての)100,
A200200,center,n,《通例the center》(～の)中心地,興味・感情などが)集中する所《+of+名》,(スポーツなどで守備位置の)センター,,
A200201,centimeter,n,センチメートル(1/100メートル,《略》cm.),,,
A200202,century,n,1世紀,古代ローマ軍隊の)百人隊,百人組(古代ローマの選挙単位),100の1組,《米話》100ドル,クリケットで)100点(100runs),
A200203,cereal,n,〈C〉《通例複数形で》穀物,《米》breakfast food)〈U〉〈C〉朝食用の穀類加工食品(oatmealやcornflakesなど),〈C〉穀類を生ずる植物,穀類の,
A200204,certain,adj,確信している,碓かな,必ず～する,明白である,若干の
A200205,certainly,adv,確かに,《問いに応えて》承知しました,,,
A200206,chain,n,鎖,(装飾用の)鎖,《複数形で》束縛,(物事の)連続,商店・銀行・ホテルなどの)チェーン(一連の店が同一資本のもとで連携して経営される方式,その店),チェーン(測量で用いられる単位,約21.7m)
A200207,chairman,n,〈C〉議長,(会社の)会長,大学の)学部長,,
A200208,challenge,n,〈U〉〈C〉挑戦,手ごたえのある事,,,
A200209,champagne,n,また《俗》bubbly)シャンペン(パーティーなどに使われる白ぶどう酒),シャンペン色(あわい黄色または黄緑色),,,
A200210,championship,n,〈C〉優勝者の地位(名誉),《しばしば複数形で》《単数扱い》選手権試合,〈U〉(自由・権利などの)擁護,,
A200211,chance,n,〈C〉〈U〉偶然,(何かが起こる)公算,〈C〉好機,,
A200212,chapter,n,章,支部,,,
A200213,chart,n,図表,,,,
A200214,chat,v,(～について)談笑する《+away+about+名》,,,,
A200215,cheap,adj,値段が安い,安っぽい,下品な,簡単に手に入る,《おもに米》(人が)けちな
A200216,check,v,〈他〉を急に止める,(感情・行動など)を抑制する,を照合する,を点検する,
A200217,cheek,n,〈C〉頬,〈U〉《話》生意気な言葉,,,
A200218,cheer,v,〈C〉歓呼,〈U〉励まし,〈U〉陽気,〈U〉気分,
A200219,chef,n,コック長,コック,,,
A200220,chemical,adj,化学の,化学薬品の,,,
A200221,cheque,n,〈C〉小切手,,,,
A200222,chess,n,チェス,西洋将棋,,,
A200223,chest,n,胸,肺,(頑丈な)収納箱,〖a ～ of A〗Aの1箱分,金庫
A200224,childhood,n,幼時,子供時代,,,
A200225,chili,n,〈U〉〈C〉チリとうがらし,〈C〉チリとうがらしを入れたメキシコ料理,,,
A200226,chimpanzee,n,黒ショウジョウ,チンパンジー,,,
A200227,chin,n,あご(下あごの先端),,,,
A200228,chirp,n,チュッチュッ,(チュッチュッ)チッチッ)と鳴く《+away》,かん高い声で話す,～をかん高く話す,
A200229,choice,n,〈C〉〈U〉(～を)選択,〈U〉選択権,〈C〉選ばれた物(人),〈C〉えり抜きの物,えり抜きの
A200230,cigarette,n,紙巻きたばこ,,,,
A200231,citizen,n,〈C〉(法的義務を持ち),(特に居住権を得ている)市民,《米》(軍人・警察管などに対して)文民,,
A200232,claim,v,(当然の権利として)～を要求する,～と主張する,,,
A200233,classic,adj,(一つの分野の中で)規範となる,伝統的な,(型・様式などについて)単純で洗練された,古典の,古典的な(classical),
A200234,classical music,n,クラシック音楽,,,,
A200235,cleaner,n,〈C〉掃除機,《The ~s》クリーニング屋(店,クリーニングする人,清掃作業員,洗剤
A200236,clear,adj,晴れた,透き通った,はっきりした,わかりやすい,
A200237,clearly,adv,はっきりと,疑いもなく,《返事として》もちろんそのとおり,,
A200238,clerk,n,〈C〉(銀行・会社の)事務員,(官庁の)書記,《米》店員,,
A200239,click,v,カチリと音がする,《英俗》〈男女が〉意気投合する,(～と)カチッと気が合う《+with+名》,《話》成功する,《話》(～に)分かる,～をカチリと鳴らす
A200240,climb,v,よじ登ること,登る所,,,
A200241,climbing,n,登る,登ること,,,
A200242,clone,v,〈単一個体などから〉クローンをつくる,,,,
A200243,clown,n,(サーカスなどの)道化,集団の中の)おどけ者,道化役をする おどける,,
A200244,clue,n,〈C〉(問題などを解く)手がかり,,,,
A200245,coast,n,海岸,沿岸,,,
A200246,coin,n,〈C〉(1枚の)硬貨,〈U〉貨幣,,,
A200247,cola,n,〈C〉コーラの木(熱帯産の木),〈U〉コーラの木の実からつくった炭酸飲料(Coca-Cola),,,
A200248,colorful,adj,色彩に富んだ,(情景・場面などが)絵画的な,,,
A200249,column,n,(柱頭・台座のついた)円柱,(～の)円柱状の物,(新聞などの)欄,コラム(署名した筆者による定期的寄稿欄),(軍隊の)縦隊
A200250,comb,n,〈C〉くし,コーム,梳き道具,,
A200251,comfortable,adj,気持ちのよい,(人・状況などが)安らぎを与える,《話》(収入などが)十分な,,
A200252,comic,adj,喜劇の,こっけいな,,,
A200253,comic,n,〈C〉《話》喜劇依優,〈C〉=comic book,《複数形で》=comic strip,,
A200254,commitment,n,〈C〉《～の》約束,《～への》かかわり合い,勾留,関与,
A200255,committee,n,委員会,委員全体,,,
A200256,common,adj,(二つ以上のものに)共通の,一般の,普通の,慢凡な,品のない
A200257,communicate,v,〈他〉を伝える,を伝染させる,〈自〉《～と》通信する,,
A200258,communication,n,〈U〉伝達,〈U〉〈C〉《～との》通信,〈C〉(伝えられた)情報,〈U〉〈C〉《しばしば複数形で》交通[機関],〈U〉(病気の)伝染
A200259,company,n,〈C〉会社,《～の》団体《of ～》,〈U〉仲間,来客,
A200260,comparative,n,比較の,比較的,比較級の,比較級,
A200261,compare,v,,～を比較する《with》,《～に》をたとえる《to ～》,《～と》比較される,,
A200262,competition,n,〈U〉〈C〉《～との～の》競争 《with ～ for ～》,〈C〉試合,,,
A200263,complain,v,不平を言う,泣き言を言う,訴える,,
A200264,complaint,n,〈U〉《～についての》不平,〈C〉不平の種,病気,《～に対する》告訴《against ～》,
A200265,complete,adj,(比較変化なし)全部の,《名詞の前にのみ用いて》完全な,(比較変化なし)完成した,,
A200266,composer,n,作曲家,,,,
A200267,concentrate,v,(～に)〈光線・注意など〉を集中する《+on+名》,〈液体など〉を濃縮する,《副詞[句]を伴って》(～に)集中する,専念する《+on+名》,濃縮したもの
A200268,concern,n,,〈U〉〈C〉《～との》関係 《ln》,〈U〉《～に対する》関心,〈C〉事業,,
A200269,condition,n,〈U〉状態,〈C〉(周囲の)状況,《～の》条件《of ～》,,
A200270,confident,adj,《～に》自信のある,《～を》確信している《of ～》,,,
A200271,confuse,v,《～と》～を混同する 《with ～》,(人)を混乱させる,論点・順序など)を混乱させる,,
A200272,confused,adj,困惑した,ごっちゃになった,(思考・言葉など)支離滅裂の,,
A200273,consequence,n,〈C〉結果,《文》重要性,,,
A200274,consider,v,(決定・決意のために)～をよく考える,～をみなす,～を考慮に入れる,～を重んじる,熟慮する
A200275,consist,v,《~ of ～》《～から》成る,《~ in ～》《～に》含まれている,《~ with ～》《～と》一致する,,
A200276,contact,n,〈U〉(体・物などの)(～との)接触,〈U〉(～との)連絡,〈U〉〈C〉(～との)つきあい,〈C〉《話》縁故,〈U〉(電気の)接触
A200277,contact,v,～を接触させる,《話》～‘と'連絡する,接触による,,
A200278,container,n,〈C〉容器 ,(貨物輸送用の)コンテナ,,,
A200279,context,n,〈C〉(文章の)前後関係,〈U〉(事の)周囲の情況,,,
A200280,continent,n,〈C〉大陸,《the~》(イギリス諸島と区別して)ヨーロッパ本土,,,
A200281,continue,v,〈物事〉を続ける,《しばしば受動態で》《副詞[句]を伴って》(ある位置・状態に)<人>をとどませる,続く,《副詞[句]を伴って》(ある地位・状態などに)とどまる,話を一度中断してまた)続ける
A200282,contrast,n,〈他〉(違いを示すために)〈二つのもの〉を対照させる,〈自〉《～と》対照する《with ～》,,,
A200283,control,n,〈U〉《～に対する》統制,《～を》抑制する力,,,
A200284,convenience,n,〈U〉都合のよいこと,好都合な事情,《複数形で》衣食住の便,,
A200285,convenient,adj,便利な,,,,
A200286,cooker,n,料理用電気(ガス)器具,《英》(焼いたり煮たりする)料理用果物,,,
A200287,cooking,n,料理,料理法,料理用の,,
A200288,cooler,n,冷却装置,冷却器,《俗》《the cooler》留置場,,
A200289,copy,v,～を写す,～をまねた,(～から)～をこっそり写す,～から～へ)複写する《+from(out of)+名+into+名》,～を)こっそり写し取る《+from(off)+名》
A200290,correctly,adv,正しく,正確に言えば,,,
A200291,cost,n,〈C〉代価,《しばしば複数形で》経費,《the ~》犠牲,,
A200292,cost,v,〈他〉〈ある金額〉がかかる,(物事が)～を犠牲にさせる,,,
A200293,count,v,を数える,を勘定に入れる,を思う,【動,自】数を数える
A200294,country,n,国,祖国,田舎、田園地方,,
A200295,countryside,n,いなか,《集合的に》地方の住民,,,
A200296,couple,n,(同種類の物が)2個《+of+名》,夫婦,《話》(～の)いくらか,,
A200297,court,n,〈C〉中庭,(テニスなどの)コート,〈C〉〈U〉宮廷,法廷,
A200298,cover,v,《～で》～の表面をおおう,(範囲が)～に及ぶ,～に保険を掛ける,～を報道する,〈要塞・砲などが〉を制圧する
A200299,crazy,adj,狂気の,(物事が)途方もない,《補語にのみ用いて》熱中している,,
A200300,cream,adj,クリーム色の,クリーム入りの,,,
A200301,create,v,(神・自分などが)～を創造する,思考力・想像力によって)～を創作する,'を引き起こす,《create+名〈目〉+名〈補〉》〈人〉を(～に)任じる,怒って騒ぎたてる
A200302,creative,adj,創造力のある,独創的な,,,
A200303,creativity,n,〈U〉創造性,独創性,,,
A200304,creature,n,生物,《しばしば愛情または軽べつを示す形容詞を前に置いて》(～の)人,(人・物に)支配されるもの,,
A200305,credit,n,〈U〉信用,〈U〉信望,〈U〉(～に対する)賞賛,〈C〉《通例a~》(～にとって)名誉となるもの(人)《+to+名》,〈U〉信用貸し
A200306,cricket,n,コオロギ,,,,
A200307,crime,n,〈C〉(事律上の)犯罪,〈U〉(一般に)犯罪[行為],〈C〉《a~》よくない行為,,
A200308,crisp,n,(またcrispy)(菓子・揚げものなどが)かりかり(ぱりぱり)した,(野菜などが)新鮮でぱりぱりした,(紙などが)パリパリと音のする,(空気・天候が)+さわやかな,動作・返答・表現などが)てきぱき(きびきび)した,毛が)縮れた(curly),
A200309,criticize,v,～を非難する,～を批評する,酷評する,あら捜しをする,,
A200310,cross,n,十字架,,,,
A200311,cross,v,〈他〉を交差させる,～に交差させて線を引く,を横切る,〈自〉交差する,《～へ》横切る
A200312,crowd,n,秩序・統制のない)(～の)群衆,《the+》一般大衆,(～の)たくさん寄り集まっているもの《+of+名》,《話》(特定の)グルーパ,群らがる
A200313,crowded,adj,(人で)込み合った,物事で)ぎっしり詰まった,,,
A200314,crown,n,〈C〉(,王位の象徴として国王・王妃などがかぶる)王冠・《the~》,〈C〉(古代・中世で国王などから優者に与えられる)(～の)花冠,《the~》(～の)絶頂,〈C〉(頭・帽子・山・アーチなどの)最も高い部分,〈C〉歯冠
A200315,cruise,n,(レジャーを目的とした)巡洋航海,,,,
A200316,cry,v,〈自〉(喜び・悲しみ・苦痛などで)泣く,叫ぶ《out》,〈他〉～と叫ぶ,,
A200317,cupboard,n,〈C〉食器だな,(食器・衣類などを入れる)戸だな,,,
A200318,curry,n,〈U〉カレー粉,UU〉〈C〉カレー料理,,,
A200319,curse,n,のろい,のろいの言葉(Damn!),(～への)たたり,災いの～,,
A200320,custom,n,〈U〉〈C〉(社会の)習慣,(個人の)習慣,〈U〉(客の商人に対する)ひいき,《複数形で》関税,
A200321,customer,n,(店の)お客,《話》《形容詞を伴って》(～な)やつ,,,
A200322,cycling,n,自転車に乗ること,サイクリング,,,
A200323,daily,adj,毎日の,日々の,,,
A200324,daily,adv,毎日,,,,
A200325,dam,n,〈C〉ダム,〈U〉ダムでせき止めた水,,,
A200326,dancer,n,踊り子,ダンサー,舞踊家,,
A200327,danger,n,〈U〉危険,〈C〉《～に対して》危険を引き起こすもの,,,
A200328,dangerous,adj,危険な,危害を加える,,,
A200329,daylight,n,日光,夜明け,公然,,
A200330,dead,adj,死んだ,生命を持っていない,死んだような,(死んだように)無感覚な,効力を失った,活動していない
