id,word,expectedPos,answer1,answer2,answer3,answer4,answer5
A100029,already,adv,《肯定文で》もう,《驚き・意外の意を表して》《疑問文で》もう,,,
A100030,also,adv,～もまた([too]),そしてその上,,,
A100031,always,adv,いつも,いつまでも,《話》いずれにしても,,
A100032,am,be-verb,be動詞の一人称単数,直説法,現在形,,
A100033,an,det,《[one]の弱い意味で》一つの,ある([a certain]),《同種類のものを代表して[any],《単位を表す語につけて》～につき,
A100034,and,conj,《等位接続詞》《語・句・節を対等に結んで》～と～,《数詞を結合して》～足す～,～しかも～,《時間的に》そして,《当然の帰結として》～ので
A100035,angry,adj,怒った,(波・風などが)怒ったような,(傷が)炎症を起こした,,
A100036,animal,n,(植物に対して)動物,(人間以外の)動物,魚・鳥などに対して)哺乳動物([mammal]),けだもの(野獣)のような人,比較変化なし)《名詞の前にのみ用いて》動物の
A100037,another,det,もう一つの,別の,もう一つ,別のもの(人),似たもの
A100038,answer,n,〈C〉(質問・要求に対する)答え,《～に対する》応報,(問題に対する)解答,(一般に)《～に対する》解答,
A100039,answer,v,〈質問・手紙・人など〉に答える,〈訪問・電話など〉に応じる,《～で》～に応酬する,〈非難など〉に答弁する,〈目的・条件など〉にかなう
A100040,any,det,《疑問文・条件節で》いくらかの,《否定文で》少しも,《肯定文で,,
A100041,any,pron,《否定文で》少しも,《疑問文・条件節で》《～の》どれか,《肯定文で》どれでも,,
A100042,anybody,pron,【代】｟くだけて｠(疑問文で)誰か,否定文で)誰も,肯定文で)誰でも,,
A100043,anyone,pron,《かたく》《疑問文・条件節で》だれか,《否定文で》だれも,《肯定文で》だれでも,,
A100044,anything,pron,《疑問文・条件節で》何か,《否定文で》何も,《肯定文で》なんでも,,
A100045,apple,n,リンゴ,リンゴの木,,,
A100046,April,n,4月(《略》Apr.),,,,
A100047,apron,n,エプロン,(またapron stage)張り出し舞台,エプロン(飛行機の乗降・荷積み・給油などをする所),,
A100048,are,be-verb,～である,～です(beの二人称の単数とすべての人称の複数の直説法現在形),,,
A100049,arm,n,〈C〉(人・猿の)腕,四つ足の動物の前肢の)腕(手首から肩までの間)(手は[hand]),腕のような物,〈C〉《複数形で》武器,
A100050,around,prep,～の周りに,～のあちこちに,《米・英話》～を回って,,
A100051,arrive,v,着く,(ある目標・過程・断階などに)達する 《at ～》,時が)来る,,
A100052,art,n,〈U〉〈C〉芸術,〈C〉技術,〈U〉《複数形で・単数扱い》人文科学,,
A100053,article,n,新聞・雑誌などの)(～についての)記事,(条約・契約などの)条項,《複数形で》(またarticles of apprenticeship)徒弟年季契約,(同種の物の)一個,冠詞
A100054,as,prep,《役割・職業に注目して》～として,《時》～のとき,《様態》～のように,《外見》(装って)～に見えるように,
A100055,ask,v,〈他〉〈事〉について質問する,《～について》〈人〉に質問する《about ～》,〈事〉を頼む,《～を》〈人〉に頼む 《for ～》,〈自〉《～について》質問する《about ～》
A100056,at,prep,《場所・位置のある一点》～で,《時間・年齢・目盛りなどの一点》～に,～の最中で,～の状態に(で),～を目指して
A100057,August,n,8月(《略》Aug.),《形容詞的に》August heat wave{名}〈C〉8月の暑波August vacation{名}〈C〉8月の休暇,,,
A100058,aunt,n,おば,おばさん(年長の婦人に対する敬称),,,
A100059,autumn,n,〈C〉〈U〉秋,,,,
A100060,awake,adj,眠らずに,《～に》気づいている《to ～》,,,
A100061,away,adv,離れて,,,,
A100062,baby,n,赤ん坊,(家族・グループの中で)いちばん年少の人,赤ん坊みたいな人,(またbabe)《米俗》《特に若い女の子への呼びかけた用いて》かわいこちゃん,赤ん坊の[ような]
A100063,back,adv,後方へ,(場所・状態が)もとへ,(時間的に)さかのぼって,,
A100064,back,n,〈C〉(人・動物の)背,《通例the〜》(正面に対して)《～の》後ろ,《通例the》背に似たもの,〈C〉〈U〉(フットボール・ホッケーなどの)後衛,
A100065,bad,adj,悪い,適当でない,《補語にのみ用いて》《～に》有害な《for ～》,病気の,ひどい
A100066,bag,n,袋,袋状の物,(女性の)ハンドバッグ,旅行かばん,(～の)1袋分の量《+of+名》,野球の)走塁ベース
A100067,ball,n,〈C〉球,〈U〉球技,〈C〉弾丸,球状のもの,《俗》睾丸(こうがん)
A100068,banana,n,バナナ,バナナの木,《米俗》ドル,,,
A100069,band,n,〈C〉帯,(色の)すじ,周波数,,
A100070,bank,n,〈C〉銀行,貯金箱,貯蔵,,
A100071,bar,n,〈C〉棒,,《～に対する》障害《to》,酒場,,
A100072,baseball,n,〈U〉野球,,,,
A100073,basketball,n,〈U〉バスケットボール,〈C〉バスケットボール用のボール,,,
A100074,bat,n,〈C〉(野球・クリケットの)バット,(特にバトミントン・スカッシュなどの)ラケット,打者,打順,バットによる一撃
A100075,bath,n,入浴,水浴び,また《おもに米》bathtub,浴室(bathroom),,《複数形で》(古代の)大浴場,化学作用を与えるための)浴液,電解そう
A100076,bathroom,n,浴室,便所(toilet),,,
A100077,be,be-verb,《補語を伴って》～である,《位置・場所を伴う語句を伴って》《～に》ある,存在する,,
A100078,beach,n,浜,海水浴場,〈ボートなど〉を浜に引き上げる,,
A100079,bean,n,豆(おもにいんげん豆・そら豆など大きめの豆類),豆のさや(pod),豆に似た実,《俗》頭,
A100080,bear,n,〈C〉熊,〈C〉乱暴者,(株式で)売り方,,
A100081,beautiful,adj,美しい,《話》みごとな,《名詞的に,the~》《単数扱い》美(beauty),《名詞的に,the~》《複数扱い》美しい人たち(beautiful people),美しいもの,
A100082,because,conj,(なぜならば)～だから,《否定文の主節とともに用い》～であるからといって,《おもに話》《名詞節を導いて》～ということ,,
A100083,become,v,～になる,〈衣類などが〉〈人〉に似合う,にふさわしい,,
A100084,bed,n,〈C〉〈U〉ベット,〈U〉睡眠,〈C〉花壇,〈C〉(海・川などの)床,〈C〉地層,(一般に)土台
A100085,bedroom,n,寝室,(列車内の)寝室,,,
A100086,bee,n,はち,《米話》(趣味・仕事上の)集会,(親善のための)競技会,働き者,
A100087,beef,n,〈U〉牛肉,(一般に)肉,〈C〉《おもに米》肉牛,〈U〉《話》筋肉,〈C〉《俗》不平,
A100088,before,adv,《場所・位置》前へ(に),《時》以前に,(予定より)早く,,
A100089,before,prep,《場所・位置》～の前に,《時》～より前に([earlier] than～),(裁判・審理などのために)～の前に,～の前途に,困難・不利など)に直面して
A100090,begin,v,始まる,発生する,～を始める,～を起こす,
A100091,behind,adv,過ぎ去って,《場所・位置》後ろに,《leave,定められた時刻に)遅れて,(知識・仕事・進歩などが)遅れて,
A100092,behind,prep,《場所・位置》～の後ろに,《比喩的に》～の陰に隠されて,～を支持して,《[leave],定められた時刻)に遅れて
A100093,being,be-verb,[be]の現在分詞・動名詞,～であること,,,
A100094,believe,v,(現実・真実であると)〈事〉を信じる,〈人〉を信じる,《1,信ずる,信仰する,
A100095,bell,n,鐘,〈U〉鐘(鈴),〈C〉鐘(ベル)状のもの,〈C〉点鐘(船の当直交替を0時から4時間ごとに区切り),
A100096,below,adv,下方へ向かって,下方で,(記述で)以下に,,
A100097,below,prep,,【前置詞】《[fly]》,《位置》～の下方で,(上手・先方に対して)～より下手に,度合・地位・数量などが)～より以下で(の),～にふさわしくない
A100098,beside,prep,《位置・場所》～のそばに,～と比較して([compared with]),要点など)をはずれて([apart from]),,
A100099,best,adj,([good]の最上級,比較級は[better])いちばんよい,[well]の最上級,比較級は[better])健康状態が最良の([healthiest]),最大の,《話》(反語的に)きわめてひどい,
A100100,best,adv,([well]の最上級,比較級は[better])いちばんよく,《通例過去分詞と結合して形容詞を作って》最もよく,,,
A100101,better,adj,《good の比較級》いっそうよい,《wellの比較級》《補語にのみ用いて》(健康が)いっそうよい,(量・距離・時間などが)もっと多い,,
A100102,between,prep,《場所・空間・期間》～の間に,《数量・程度など》～の中間に,《分配》～の間で,《選択》～のいずれかを,《関係》～の間に
A100103,bicycle,n,(2輪の)自転車,,,,
A100104,big,adj,(大きさ・高さ・広さ・数量・容積などについて)大きい,成長した(grown-up),《話》重要な,尊大な,寛大な
A100105,bike,n,〈C〉《くだけて》自転車,オートバイ,,,
A100106,bird,n,鳥,,〈話〉《修飾語を伴なって(目立った特徴をもった)やつ》,シャトル,《英俗》女,《俗》《[the bird|get the bird]》(不満を表す)しーっしーっという野次
A100107,birth,n,〈C〉〈U〉誕生,〈U〉生まれ,〈C〉起原,,
A100108,birthday,n,誕生日,,,,
A100109,biscuit,n,〈C〉《米》小型パン(ふくらし粉かソーダを用いて焼いたもの,《英》scone),〈C〉《英》ビスケット,,,
A100110,black,adj,黒い,暗い,(特にアフリカ系)黒人の,汚い([dirty]),陰気な([gloomy]),不吉な,見通しの暗い
A100111,black,n,〈U〉黒,〈C〉《しばしばB-》黒人,〈U〉黒い服,《the》黒字 (赤字は[red],
A100112,blank,adj,紙が)白紙の,(欄が)空白の,がらんとした,ぼんやりした,全くの,空白
A100113,block,n,木・石などの,《米》区画,妨害物,,
A100114,blow,v,〈風が〉吹く,風で動く,〈風が〉～を吹く,,
A100115,blue,adj,青い,青黒い,《話》陰気な,,
A100116,blue,n,〈U〉青色,〈U〉〈C〉青色絵の具,《the 〜》《詩》青空,《the 〜s》《話》憂うつ,《the 〜s》《ときに単数扱い》(ジャズ音楽の)ブルース
A100117,board,v,〈C〉(ある程度の長さと幅をもった薄い)板,〈C〉ボール紙,〈C〉食卓,〈U〉食事,〈C〉甲板(かんぱん),〈C〉委員会,(官庁の)局
A100118,boat,n,小型の船,《話》(大小に関係なく一般に)船,舟形の容器,,
A100119,body,n,【名】身体,生物の)胴体,人,,
A100120,bone,n,〈C〉骨,〈U〉骨を作っている物質,《複数形で》骨格,死骸(がい),,
A100121,book,v,本,書物,知識の源,聖書,帳簿
A100122,bookstore,n,書,本屋(《英》bookshop),,,
A100123,boring,adj,つまらない,退屈な,うんざりするような,,
A100124,borrow,v,(～を担保として～から)～を借りる《+名+from+名+on+名》,〈言葉・思想・方法など〉を借りてまねる,借りる,,
A100125,both,adv,《both～and～の形で》両方とも,～のいずれも,,,
A100126,both,det,両方の,双方の,,,
A100127,both,pron,両方,両者,,,
A100128,bottle,n,びん,1びんの量,〈U〉《the~》酒,飲酒,〈U〉《the~》哺乳(ほにゅう)びん,牛乳,,
A100129,bottom,n,(物の)底《+of+名》,(海・川・湖・井戸などの)底《+of+名》,(～の)下部,(～の)根底,船底
A100130,bowl,n,〈C〉どんぶり,どんぶり(はち)1杯の量,《～の》丸くくぼんだ部分《of ～》,《米》(はち形の)円形競技場([stadium],
A100131,box,n,箱,(の～)1箱《+of+名》,(劇場などの)さじき席 ます席,番小屋,野球で)バッターボックス,コーチャーズボックス,ピッチャーズマウンド,キャッチャーの定位置
A100132,boy,n,少年,《しばしば所有格を伴って》むすこ,《しばしば複数形で》青年,《話,給仕
A100133,boyfriend,n,《話》男友だち(恋人),男友だち(恋人),,,
A100134,brain,n,脳,《しばしば複数形で》頭脳,《話》秀才,,
A100135,bread,n,パン,生名の糧(かて)として必要な)食物一般～生計・金・銭,,,
A100136,break,v,～を壊す,～を役に立たなくする,〈法律・規則・約束など〉を破る,《～に》～を打ち明ける《to ～》,～を破産させる
A100137,breakfast,n,朝食,,,,
A100138,breathe,v,【動,自】呼吸する,他】〈空気〉を呼吸する,,
A100139,bridge,n,〈C〉橋,鼻柱,(めがねの)ブリッジ,,
A100140,bright,adj,輝いている,うららかな,生き生きした,未望な(promising),色が)鮮やかな
A100141,bring,v,〈物〉を持ってくる,〈人が〉(～に)〈人〉を連れてくる《+名〈人〉+to+名》,〈物事が〉(～に)〈人〉を来させる,〈物事〉をもたらす,ある状態・結果・動作などに)～をする
A100142,broken,adj,breakの過去分詞,壊れた,破られた,(苦労・悲嘆などで)打ちのめされた,切れ切れの
A100143,brother,n,兄弟,同僚,《文》同胞,同一教会員,(失望・不快・驚きを表して)いまいましい,
A100144,brown,adj,褐色の,日に焼けた,褐色,,
A100145,brush,n,ブラシ,ブラシをかけること,ブラシに似た物(キツネのしっぽなど,小ぜり合い,《～が》かすること
A100146,brush,v,～にブラシをかける,ブラシをかけるようにして,(通りすがりに)～をかする,《～を》かすめて通る,
A100147,bucket,n,バケツ,バケツ状の物,(水車・タービンなどの)水受け,(ポンプの)吸い子,バケツ1杯(の～)(bucketful)《+of+名》,,
A100148,build,v,〈物〉を組み立てる,(年月をかけて)〈事〉を作り上げる,,,
A100149,building,n,〈C〉建物,〈U〉建築,,,
A100150,burger,n,ハンバーガー,,,,
A100151,bus,n,バス,,,,
A100152,business,n,〈U〉(生計のための)職業,〈C〉店,〈U〉商取引,〈C〉事,《おもに否定文・疑問文で》(個人的)関心事
A100153,busy,adj,《～で》忙しい,《～するのに》忙しい《~ doing》,(場所が)にぎやかな,《米》(電話が)使用中の(《英》engaged,
A100154,but,conj,《等位接続詞》《先に述べたことに反対・対照する内容の語・句・節を導いて》しかし,《前にある否定語と対応して》～でなくて,～を除いて,《しばしばthatを伴って》～でなければ,
A100155,butter,n,バター,(バターに似た)パンに塗る食品,,,
A100156,butterfly,n,〈C〉チョウ,《話・通例複数形で》不安,〈U〉(水泳で)バタフライ,,
A100157,button,n,(衣服の)ボタン,記章,(ベルなどの)押しボタン,,
A100158,buy,v,〈他〉～を買う,(ある金額で)～が買える,(代償を払って)～を獲得する,,
A100159,by,prep,《場時・位置》～のそばに,《期限・期間》～までに,《根拠・理由》～によって,～を単位として,《手段・方法》～で
A100160,bye,n,さよなら,じゃあまた,,,
A100161,cafe,n,〈C〉喫茶店([coffeehouse]),〈C〉バー,,,
A100162,cake,n,〈U〉〈C〉ケーキ,〈C〉平たい焼きパン(パンケーキなど),〈C〉一定の形の塊にした食物,〈C〉(～の)ケーキ状の塊《+of+名》,
A100163,call,v,〈他〉を呼ぶ,〈人〉に電話をかける,,〈自〉《～を》訪問する《on》,,
A100164,camera,n,カメラ,テレビ[用]カメラ,,,
A100165,camp,n,〈C〉(軍隊・登山隊・探検隊などの)野営地,〈C〉〈U〉野営のテント,〈U〉野営,,
A100166,can,modal auxiliary,《能力》～することができる,《話》《許可・軽い命令》～してもよい, 《疑問文で》～してくれませんか,《平叙文で》《可能性・推量》～であり得る,《否定文で》～のはずがない,《疑問文で》いったい～だろうか
A100167,candy,n,《米》砂糖菓子,《英》氷砂糖(sugar candy),,,
A100168,cap,n,(縁のない)帽子,(形・用途が)帽子に似たもの,万年筆のキャップ,(銃弾の)雷管,おもちゃのピストル玉,頂上,
A100169,car,n,自動車(automobile)電車(streetcar,《米》(鉄道の)車両,客車,気球などの)かご,(エレベーターの)箱,,
A100170,card,n,〈C〉カード,招待状,《話》おもしろい人,《米話》(スポーツ試合などの)好い組み合わせ,
A100171,care,v,気にする,～したいと思う,,,
A100172,careful,adj,(人が)注意深い,《～を》たいせつにしている,(仕事などが)入念な,,
A100173,carefully,adv,注意深く,気をつけて,,,
A100174,carry,v,〈他〉を運ぶ,,《～が身につけて》～を持ち歩く《about》,〈自〉(ある距離まで)達する,,
A100175,cartoon,n,政治的な)風刺漫画・(モザイク・壁掛け・壁画などの)実物大の下絵・,一続きの)漫画・～を漫画化する・(1 枚の時事)風刺漫画・アニメ映画，動画(animated cartoon)・(新聞などの)続き漫画・(壁画などの)実物大下絵・漫画を描く,,,
A100176,case,n,〈C〉《～の》実例,《the ~》実情,〈C〉〈U〉場合,〈C〉訴訟事件
A100177,cat,n,猫,ライオン,,,
A100178,catch,n,捕まえること,がっちり捕らえて動かなくする物,捕らえた物,手に入れる価値のある人(物),キャッチボール
A100179,catch,v,～を捕らえる,〈動いている物〉をつかみ取る,〈列車など〉に間に合う,〈伝染性の病気〉にかかる,《副詞[句]を伴って》引っかかる
A100180,CD,n,音楽を聴くためなどに使う)コンパクトディスク,,,,
A100181,CD player,n,音楽を聴くための)CDプレーヤー,,,,
A100182,celebrate,v,(儀式・祝典などを行って)～を祝う,〈人・行為など〉を世に知らせて賞賛する,〈儀式・結婚式など〉を挙行する,ミサを行う,《話》浮かれ騒ぐ
A100183,celebration,n,祝賀,〈C〉祝典,,,
A100184,chair,n,〈C〉いす(通例1人用の4脚で背のあるもの,armchair),《the chair》権威のある座(教授・裁伴官・司教・知事・市長などの地位),《the chair》議長(chairperson),《the chair》《米》(死刑用の)電気いす,
A100185,change,n,〈C〉《～の》変化,〈C〉《～の》取り替え,〈U〉釣り銭,,
A100186,change,v,《～に》～を変える,～を取り替える,〈小切手・為替〉を現金にする,《～に》変わる,他の衣服に)着替える《into ～》
A100187,character,n,〈U〉〈C〉(人の)性格,〈C〉(物事が持っている)特質,(小説・劇などの)登場人物,(意味を表す)文字,
A100188,check,n,〈C〉《～の》阻止 《to ～》,(確認のための)照合,小切手,,
A100189,cheese,n,チーズ,,,,
A100190,chicken,n,〈C〉ひよこ,〈C〉《米》(一般に)鶏《英》fowl,〈U〉ひな鳥の肉,〈C〉《米話》青二才,小娘,〈C〉《俗》おくびょう者
A100191,child,n,(おとなに対して)子供,(親に対して)子,(ある環鏡・時代の)影響を受けて生まれた人,(頭脳・空想などが)産み出したものの,
A100192,chocolate,n,〈U〉〈C〉チョコレート,《複数形で》チョコレート菓子,〈U〉チョコレート飲料,〈U〉チョコレート色,チョコレート製の,チョコレート色の
A100193,choose,v,(多数の中から)〈人・物〉を選択する,〈事〉‘に'決める,(～の中から)選択をする,欲する,
A100194,church,n,〈C〉(特に),〈U〉(教会で行う)礼拝,〈U〉《しばしばC-》教派,《the ~》全キリスト教徒,《the ~
A100195,cinema,n,〈C〉映画館,《the ~》映画産業,《集合的に》映画,,
A100196,circle,n,円,(劇場などの)半円形のさじき,(～の)円形のもの《+of+名》,(活動・勢力などの)範囲,《時に複数形で》(共通の利害・活動などで結ばれた)仲間
A100197,city,n,〈C〉(特に行政権を持っている)都市,《米》市,"《集合的に》都市の全市民,",,
A100198,class,n,〈C〉(何らかの類似性を持つ)種類,クラス,〈U〉〈C〉(クラス単位の)授業,〈C〉階級
A100199,classmate,n,級友,同級生,,,
A100200,classroom,n,クラスルーム,教室,,,
A100201,clean,adj,汚れのない,綺麗好きな,使っていない,不純物がはいっていない,清らかな
A100202,clean,v,～をきれいにする,～を片付ける,〈肉・魚・野菜など〉を下ごしらえをする,きれいになる,きれいにする,
A100203,clever,adj,リコウな,器用な,,,
A100204,climb,v,〈他〉をよじ登る《up》,〈自〉《～に》よじ登る《to ～》,上がっている,,
A100205,clock,n,〈C〉置き時計,掛け時計,,,
A100206,close,adj,《～に》(距離・時間・関係が)近い,《名詞の前にのみ用いて》親密な,ぎっしり詰まった,きめの細かい,綿密な
A100207,close,v,～を閉じる,～をふさぐ([fill]),〈仕事・話など〉を終える,〈通路・施設など〉を一時的に閉じる,一つにまとまるように)～をつめる
A100208,closed,adj,閉まっている,休業した,終了した,非公開の,
A100209,cloth,n,〈U〉布,〈C〉(特定の用途に応じる大きさの)布地,(特に)テーブル掛け(table cloth),〈U〉布表紙,〈U〉ラシャ,〈C〉黒の聖服,《文》《the~》聖職
A100210,clothes,n,〈U〉衣服,(シーツ・毛布など)寝具,,,
A100211,cloud,n,雲,(～の)雲状のもの《+of+名》,(昆虫・鳥・飛行機などの)大群,(疑惑・苦悩などの)暗い影《+of+名》,鏡・ガラスなどの)くもり
A100212,cloudy,adj,(空などが)曇った,煙などが)雲のような,(川・水などが)濁った,(大理石などが)曇りのうる,言葉などが)はっきりしない,(心などが)曇った,,
A100213,club,n,こん棒,(ゴルフなどの)クラブ,(社交・スポーツなどの)クラブ,(カードで)クラブのマーク,クラブの札,《複数形で》《単数・複数扱い》クラブの組,ナイトクラブ
A100214,coach,n,〈C〉コー​チ,(箱形・屋根付き)大型四輪馬車,普通客車,普通席,
A100215,coat,n,〈C〉上着, コート,塗り,,,
A100216,code,n,法典,(社会・階級・団体などを支配する)規約,信号法,暗号,〈通信など〉を暗号(信号)にする,
A100217,coffee,n,〈U〉コーヒー[飲料],〈C〉《話》(1杯の)コーヒー,〈U〉コーヒー豆,〈C〉=coffee tree,〈U〉コーヒー色,
A100218,coke,n,〈U〉《しばしばC-》Coca Colaの略称,《俗》=cocaine,,,
A100219,cold,adj,寒い,(性格・態度などが)冷たい,(物事が)人をがっかりさせる,(色調が)冷たい,獲物のにおい臭が)かすかな
A100220,cold,n,〈U〉《しばしばthe~》寒さ,〈C〉かぜ,,,
A100221,collect,v,〈他〉(趣味として)～を集める,税金・代金など)～を徴集する,〈自〉集まる,集金する,
A100222,collection,n,〈U〉〈C〉(～を)集めること,〈C〉(～の)収集物,〈U〉募金,〈C〉(水・ちりなどの)堆積,
A100223,college,n,《しばしば冠詞をつけず単数形で》(一般に)大学,単科大学,《英》(Oxford・Cambridge 大学などの)学寮(university の一部で,特定の)パブリックスクール(public school),《英》(universityに併設の)専門学校
A100224,color,n,〈C〉〈U〉色,《複数形で》絵の具([paint]),〈U〉《しばしばa ~》顔色,顔の赤み,〈U〉(有色人種),〈C〉〈U〉外見
A100225,color,v,～を彩る,〈話など〉を色づけする,色づく,顔を赤らめる《up》,
A100226,come,v,〈自〉来る,(相手の方へ)行く,やってくる,,
A100227,computer,n,コンピューター,計算機,電子計算機,PC(personal computer,
A100228,concert,n,〈C〉(公開の)演奏会,〈U〉協調,,,
A100229,contest,n,〈C〉争い,競争,コンテスト,,
A100230,conversation,n,(～との打ち解けた)会話,談話,座談《+with+名》,,
A100231,cook,n,料理人,コック,,,
A100232,cook,v,(火を通して)〈食物〉を料理する,〈人が〉料理する,《副詞[句]を伴って》〈食べ物が〉料理される,《話》〈事実・数字など〉をうまくごまかす,
A100233,cookie,n,クッキー(《英》biscuit),,,,
A100234,cool,adj,涼しい,冷静な,(態度・感情などが)冷淡な,,
A100235,cop,n,〈口語〉警官,おまわりさん,,,
A100236,copy,n,〈C〉写す,〈C〉(同一書籍・雑誌・新聞などの)部,〈U〉(印刷の)原稿,〈U〉ニュースねた,
A100237,corn,n,〈U〉とうもろこし,〈C〉とうもろこしの実,〈U〉《英》穀草,,
A100238,corner,n,〈C〉かど,町かど,苦しい立場,,
A100239,correct,adj,事実に合った,標準(因習)に合った,,,
A100240,couch,n,〈C〉長いす,診察用ベッド,,,
A100241,could,modal auxiliary,～することができた,《仮定法》できるならば,できていたならば,できるだろうに,できただろうに
A100242,course,n,〈C〉進路,《単数形で》(時・事態の)経過,〈C〉(行動の)方針,〈C〉(競技の)コース,〈C〉(講議などの)課程
A100243,cousin,n,いとこ,親類,(性質などが)よく似たもの,,
A100244,cover,n,〈C〉おおい,〈C〉表紙,〈U〉隠れ場所,〈U〉姿を隠してくれるもの(暗闇),〈C〉(秘密を隠すための)見せかけ
A100245,cow,n,〈C〉雌牛,(鯨・象・サイなどの)雌,,,
A100246,cream,n,〈U〉クリーム(牛乳の上部に沙まる脂肪分),〈C〉〈U〉クリーム菓子,〈C〉〈U〉化床クリーム,クリーム状の薬品,《the cream》(～の)最上の部分,〈U〉クリーム色
A100247,credit card,n,クレジットカード,,,,
A100248,cry,n,〈C〉叫び声,声をあげて泣くこと,,,
A100249,culture,n,〈U〉教養,修養,教化,〈C〉〈U〉文化(主として精神面をさし),〈U〉(～の)耕作,栽培,,
A100250,cup,n,(紅茶・コーヒー用の)茶わん,茶わん1杯(の～)《+of+名》,カップ(容量の単位),賞杯,《修飾語を伴って》(悲しみ・楽しみなど)人生の経験
A100251,cut,v,〈他〉～を切る,〈像・文様など〉を刻む,,《～から》を削除する《from》,〈自〉切れる,
A100252,cute,adj,(小供・物などが)かわいい,気のきいた,,,
A100253,dad,n,おとうちゃん,,,,
A100254,daddy,n,(小児語で)おとうちゃん,,,,
A100255,dance,v,《～に合わせて》踊る,《副詞[句]を判って》こおどりする,〈木の葉・光の影などが〉舞う,〈ダンス〉を踊る,〈赤ん坊〉を上下に揺すってあやす
A100256,dance,n,ダンス,《the〜》踊り方,舞踏会([dancing party]),,
A100257,dancing,n,〈U〉踊ること,ダンス,舞踊,,
A100258,dark,adj,暗いやみの,(毛髪・皮膚・目の)浅黒い,陰うつな,腹黒い,隠した
A100259,date,n,〈C〉日付,〈U〉(歴史上の)時代,,,
A100260,daughter,n,〈C〉娘,女の子孫,(娘のように)生み出されたもの,,
A100261,day,n,〈U〉〈C〉昼間,〈C〉1日,〈C〉(労働や勉強の単位の)1日,〈C〉(物事が予定された)日・期日,《しばしばD-》祝日,〈C〉《しばしば複数形で》(過去・現在・未来いずれかの)時代,現代
A100262,dear,adj,親愛な,手紙の書き出しのあいさつの)親愛なる,《～にとって》大事な《to》,,
A100263,December,n,12月({略}Dec.),,,,
A100264,delicious,adj,おいしい,香りのよい,喜ばしい,,
A100265,describe,v,～を描写する,〈図形など〉を描く,,,
A100266,design,n,〈C〉(形式・構造などの)略図,〈C〉図案,〈U〉図案法,〈C〉(～の)計画,《複数形で》(～への)たくらみ
A100267,desk,n,机,受付所,(新聞社・役所などの)部局,,
A100268,dictionary,n,辞書,辞典,字引き,,
A100269,did,do-verb,[do]の過去形,,,,
