id,word,expectedPos,answer1,answer2,answer3,answer4,answer5
B200158,backyard,n,裏庭,,,,
B200159,badge,n,記章,印,,,
B200160,bad-tempered,adj,機嫌の悪い,気難しい,怒りっぽい,,
B200161,balance,v,を釣り合わせる,均衡を保っている,,,
B200162,balanced,adj,意志強固な,心のぐらつかない,,,
B200163,balky,adj,(馬が)急に止まる癖のある,,,,
B200164,ballad,n,バラード,民謡,バラッド(素朴な用語と短い節で書かれた民間伝承の物語詩),,
B200165,ballet,n,〈U〉バレエ,〈C〉バレエ団,,,
B200166,ballot,n,〈C〉投票用紙,投票総数,〈U〉〈C〉無記命投票,,
B200167,ban,n,〈C〉(法による)《～に対する》禁止 《on ～》,,,,
B200168,ban,v,〈他〉を禁ずる,〈自〉禁止する,,,
B200169,banker,n,銀行家,(ゲームの)親,,,
B200170,bankrupt,v,〈他〉を破産させる,,,,
B200171,bankruptcy,n,〈U〉破産,破たん,,,
B200172,barbershop,n,《米》理髪店,理容店《英》barber's [shop],,,
B200173,bare,v,を裸にする,あらわにする,,,
B200174,bargain,v,〈自〉契約をする,〈他〉《~ that ～》～であると契約する,,,
B200175,bark,v,〈自〉《～に》ほえる,《～に》ほえるようにしゃべる,〈他〉～をどなって言う《out》,,
B200176,barley,n,大麦(ビール・ウイスキー醸造用の麦芽(malt)をとる,,,,
B200177,barn,n,農家の)納家(なや),《米》家畜小屋(家畜・飼料を収容する大きな建物で),《米》電車(バス)車庫,ばかでかくてがらんとした建物,
B200178,barometer,n,晴雨計,(世論・市場などの)指標,,,
B200179,barren,adj,(土地が)やせた,(女・動物のめすが)子を産めない,(計画・努力が)実を結ばない,《補語にのみ用いて》(～が)ない《+of+名》,不毛の地
B200180,barrier,n,(通行を阻む)柵,(～の)難関,,,
B200181,bartender,n,(通例男性の)バーテン,,,,
B200182,bathhouse,n,浴場,《英》(海水浴客などの)脱衣所,,,
B200183,battlefield,n,戦場,,,,
B200184,beagle,n,ビーグル犬(短脚で耳が垂れ),通例褐色・黒・白の斑点のある猟犬,,,
B200185,beak,n,くちばし(通例ワシ・タカなどの曲がった),くちばし状のもの,(人の)かぎ鼻,昔の戦艦の)船嘴(せんし),,
B200186,beam,n,〈C〉(建設の)はり,〈C〉(船の甲板を支える)横はり,〈C〉(はかりの)さお,(織機の)糸巻き,〈C〉光線,〈C〉(顔などの)輝き
B200187,bearing,n,〈U〉態度,〈C〉〈U〉(～に対する)関係,〈U〉忍耐,〈C〉《複数形で》方角,〈U〉子を産むこと
B200188,beat,n,**続けて打つこと**,(心臓などの)鼓動,,,
B200189,beautify,v,～を美しくする,美化する,,,
B200190,bellow,v,〈牛などが〉低く太い声で鳴く,〈人が〉大声でどなる,〈言葉・音〉をわめくように言う,～を大音声でどなる《+out(forth)+名.+名+out(forth)》,,
B200191,belongings,n,(個人の)所有物,家財道具,所持品,,
B200192,bend,n,〈C〉曲がり,湾曲部,,,
B200193,beneficial,adj,有益な,役に立つ,利益をもたらす,《法律》利益を受けることができる,
B200194,benefit,v,～‘の'ためになる,～で)利益を得る《from(by)+名》,,,
B200195,benevolence,n,〈U〉善意,〈C〉《単数形で》親切な行為,,,
B200196,benevolent,adj,慈悲深い,善意のこもった,,,
B200197,berry,n,〈C〉ベリー,〈C〉液果(果肉が柔らかく多くの種をもつ果実,tomato),〈U〉(魚・エビなどの)卵,,
B200198,bestow,v,《～に》～を授ける,を贈る,,を与える《on》,upon ～》,
B200199,bestseller,n,ベストセラー(ある期間中に最もよく売れた本),ベストセラーの著者,,,
B200200,betray,v,《敵に》〈国・味方など〉を裏切る,〈人の信頼・期待など〉にそむく,《～に》〈秘密など〉を漏らす《to ～》,(隠そうとしてはいるがうっかり)～を示す,
B200201,bewilder,v,〈人〉を当惑させる,まごつかせる,,,
B200202,bewilderment,n,当惑,うろたえ,,,
B200203,bid,v,《文》(権威をもって)〈人〉に命じる,《～に》〈あいさつ・祝福などの言葉〉を言う《to ～》,(,競売などで)《～に》〈値〉をつける《for》,,
B200204,bidding,n,〈U〉入札,〈C〉言いつけ,〈C〉(カードゲームで)せり札の宣言,,
B200205,bikini,n,ビキニ(婦人用セパレート型の水着),,,,
B200206,billion,n,10億(thousand million),《英》兆(《米》trillion),,,
B200207,bind,v,～を縛る,を巻く,(人)を束縛する,,
B200208,bio,n,電気,略歴,プロフィール,,
B200209,biological,adj,生物学の,生物学的,,,
B200210,biotechnology,n,《米》生物工学,人間工学)人が機械で最も能率的に仕事をするための研究)(《英》ergonomics),,,
B200211,birdcage,n,鳥かご,,,,
B200212,birthplace,n,出生地,故郷,,,
B200213,bitterly,adv,ひどく,苦く,,,
B200214,bizarre,adj,一風変わった,奇怪な,,,
B200215,blade,n,(刀・ナイフ・のこぎり・かみそりなどの)刃,刀,(特にイネ科植物の)葉,(一寮に)薄く平べったい部分,アイススケート靴の)金属のすべり
B200216,blast,n,〈C〉(風の)一吹き,〈C〉(穴から吹き出す空気の)一吹き,〈C〉(笛・らっぱなどの)突然の大きな[不快な]音《+of+名》,〈C〉〈U〉爆破(explosion)《+of+名》,〈C〉(1回分の)発破
B200217,blast,v,～を爆破する,～を爆破して作る(開く),《文》～を損なう,〈らっぱなど〉を急に大きく鳴らす,～を酷評する,(～について)〈人〉をこっぴどく叱る《+名+about+名(doing)》,～をのろう(damn)
B200218,blaze,n,〈C〉〈U〉炎,〈C〉〈U〉強烈な光,〈C〉〈U〉燃え立つような輝き,《a blaze》(感情・怒り・りの)突然の激発(outburst)《+of+名》,《複数形で》《話》《遠回しに》地貯
B200219,blaze,v,～を知られる,言いふらす,,,
B200220,blend,n,混合,〈C〉混合物,,,
B200221,blindly,adv,盲目的に,向こうみずに,闇雲に,,
B200222,blindness,n,盲目,無知,,,
B200223,blink,v,(無意識に)まばたきする,〈灯火・星などが〉明減する,(欠点・悪事などを)見て見ぬふりをする《+at+名》,(～を見て)目をぱちくりさせて驚く《+at+名》,〈目〉をまばたきする
B200224,bloodstream,n,(体内の)血流,,,,
B200225,bloody,adj,出血している(bleeding),血まみれの,血なまぐさい,《英俗》ひどい,
B200226,bloody,adv,ひどく(damned),,,,
B200227,blooming,adj,花盛りの,《英俗》ひどい,,,
B200228,blossom,n,〈C〉(特に果樹の)花,〈U〉《集合的に》花(木立または木全部の花),〈C〉開花,開花期,,
B200229,blur,v,〈他〉《～で》～を汚す《with ～》,～をぼんやりさせる,,,
B200230,blurt,n,うっかりしゃべること,口走ること,口を滑らせること,,
B200231,blush,v,(当惑・恥ずかしさのために)顔を赤らめる,赤面する,,,
B200232,boiling,adj,沸騰する,煮え立っている,ひどく怒った,ひどく暑い,
B200233,bold,n,〈U〉ボールド体,太字体,ゴシック体([boldface],,
B200234,bolt,n,ボルト(木・鉄板を締め合わせる締めくぎ),(戸締まりの)かんぬき,石弓(crossbow)用の短く太い矢,いなずま,《単数形で》(突然の)脱走
B200235,bolt,v,～をふるい分ける,,,,
B200236,bombard,n,砲撃,,,,
B200237,bomber,n,爆撃機,爆撃手,爆撃魔,,
B200238,bombing,n,爆撃,,,,
B200239,bony,adj,骨の,骨の多い,,,
B200240,bookish,adj,本好きの,《軽べつした》机上の,堅苦しい,,
B200241,booklet,n,〈C〉小冊子,パンフレット,,,
B200242,bookmark,n,(本の)しおり,,,,
B200243,bookmark,v,《インターネット》～にブックマークを付ける.,,,,
B200244,boost,n,後押し,増加,,,
B200245,boost,v,〈他〉を押し上げる,を後援する,を引き上げる,,
B200246,booth,n,(木の枝・帆布などでできた)仮小屋,売店,(特定の用途のための)小さく仕切った部屋,(喫茶店などの)ボックス,
B200247,bossy,adj,《話》親分風を吹かせる,おうへいな,,,
B200248,botany,n,〈U〉植物学,〈U〉植物学書,,,
B200249,bothered,adj,心配した,気になった,困った,,
B200250,bothersome,adj,やっかいな,めんどうな(troublesome),,,
B200251,bottle,v,～をびんに詰める,,,,
B200252,bounce,n,〈C〉はね返り,〈U〉弾力,〈U〉《話》元気,,
B200253,bourbon,n,バーボンウイスキー(米国産のトウモロコシ・ライ麦製),,,,
B200254,bow,v,(～に)身をかがめる,(～に)屈服する,〈ひざ・腰〉をかがめる,～を曲げる,〈感謝など〉をおじぎをして示す
B200255,boxer,n,ボクサー,ボクサー(ドイツ種の中型犬),,,
B200256,bracket,n,(たななどを支える)腕木,(腕木に支えられた)たな,《複数形で》かっこ,(同類の人の)群,
B200257,brag,n,自慢,,,,
B200258,brake,v,〈他〉～にブレーキをかける,〈自〉〈人が〉ブレーキをかける,,,
B200259,bravery,n,勇敢,《文》華美,,,
B200260,breakable,adj,破れ(壊れ)やすい,壊れやすいもの,,,
B200261,breakdown,n,〈C〉故障,衰弱,分析,,
B200262,breakup,n,解体,(学期末の)終業,解散,夫婦,,
B200263,breathtaking,adj,かたずをのませるような,あっといわせるような,,,
B200264,breed,n,〈C〉(動植物の改良された)品種,,,,
B200265,breezy,adj,そよ風の吹く,元気のよくさわやかな,,,
B200266,brewery,n,ビール醸造所,ビール工場,,,
B200267,brilliantly,adv,きらきらと,鮮やかに,みごとに,,
B200268,broadband,n,広帯域(通信),ブロードバンド,,,
B200269,broadcast,v,(ラジオ・テレビで)〈情報・音楽など〉を放送する,(一定地域に)〈種子〉をばらまく,〈ニュース・うわさなど〉を広める,放送する,
B200270,broadcaster,n,放送者,放送組織,,,
B200271,broaden,v,を広くする,広くなる,,,
B200272,broadly,adv,広く,明白に,露骨に,大まかに,,
B200273,brochure,n,〈C〉パンフレット,小冊子,,,
B200274,brother-in-law,n,義理の兄(弟),,,,
B200275,browse,v,〈自〉〈他〉漫然とながめる,食べる、〈牛・シカなどが〉若葉(新芽)を食べる,,,
B200276,browser,n,〈C〉ブラウザ,拾い読みをする人,,,
B200277,bruise,n,打撲傷,(果物・野菜の)傷,～打に傷(あざ)をつける,〈果物など〉を傷つける,〈感情〉を損なう,打ち傷がつく
B200278,bud,n,〈C〉茅,(下等動物の)茅状突起,〈U〉発茅,発茅期,〈C〉子供,
B200279,budget,adj,買い得の,格安の,,,
B200280,bulimia,n,過食症,多食症,食欲亢進,,
B200281,bully,v,〈他〉をいじめる,,,,
B200282,bum,n,おしり,,,,
B200283,bumper,n,バンパー(衝撃を弱めるため列車・自動車の前後部につける),非常に大きな,,,
B200284,bun,n,ロールパン,(しばしば甘味香料などを入れた)丸形パン,まげ,,,
B200285,burden,v,《～を》～に負わせる,に積む 《with ～》,,,
B200286,burdensome,adj,重荷となる,(～にとって)重荷となる《+to+名》,,,
B200287,bureaucracy,n,〈U〉〈C〉官僚政治,,,
B200288,burglary,n,〈U〉(犯罪を目的とする)住宅侵入(罪,〈C〉押し込み 夜盗行為 夜盗事件,,,
B200289,burgle,v,#NAME?,,,,
B200290,burial,n,埋葬,葬式,,,
B200291,bustle,v,せかせかと動き回る《+about》,〈人〉をせきたてる,大騒ぎ,,
B200292,bustling,adj,忙しそうな,はつらつとした,,,
B200293,butcher,v,〈動物〉を屠殺する,〈人〉を虐殺する,〈仕事など〉をだいなしにする,,
B200294,buzz,n,(ハチ・ハエ・機械などの)ブンブンいう音,(人々の)ざわめき,〈ハチ・ハエ・機械などが〉ブンブンいう,,
B200295,buzz,v,～で)〈人々・場所が〉ざわめく《+with+名》,(特に声を落として)(～を)ひそひそとうわさする(騒ぎたてる)《+about+名》,ブンブン音をたてて動く,せわしく動き回る《+about(around)》,,,
B200296,cabinet,n,キャビネット(引出し・たな・仕切などのある箱・戸だな),《しばしばCabinet》《集合的に》《単数・複数扱い》内閣,《英》閣議,《古》小さい個室,
B200297,cable,n,〈C〉〈U〉(麻・針金をより合わせた)太綱,(電信などの)ケーブル線,〈C〉海底電信,,
B200298,calmly,adv,静かに,落ち着いて,,,
B200299,campaign,n,(ある目的を持った一定地域での)軍事行動,政治的・社会的・商業的などの目的で行われる)(～の)運動,(～の)運動に参加する,,
B200300,candidate,n,〈C〉《～の》候補者,志願者 《for ～》,,,
B200301,cane,n,〈C〉(トウ・タケ・サトウキビなどの)茎,〈U〉(用材としての)トウ(いす・かごなどを作る,〈C〉ステッキ,〈C〉むち,〈C〉サトウキビ
B200302,cannonball,n,(昔の)砲弾,《米話》(蒸気機関車時代ね)特急(弾丸)列車,,,
B200303,canon,n,〈C〉(教会の)教理,(一般に)規準,(正しい典拠とすべき)経典,聖従名簿,ミサ典文
B200304,capability,n,〈U〉〈C〉能力,,,
B200305,caption,n,題目,(写真・挿絵の)説明・映画の)字幕,,,
B200306,captive,n,捕虜,(～の)とりこになった人《+of+名》,,,
B200307,caravan,n,隊商,ジプシーの)ほろ馬車,(サーカス団の)運搬車,《英》(自動車で引く旅行用の)トレーラー(=trailer,,,
B200308,carbon,n,炭素(化学記号はC),〈C〉炭素棒,〈C〉《時に〈U〉》=carbon paper,≪ carbon copy ≫生き写し,瓜二つの≪of≫
B200309,carbon dioxide,n,二酸化炭素,炭酸ガス,,,
B200310,carbon footprint,n,カーボン・フットプリント,二酸化炭素排出量,,,
B200311,carbon monoxide,n,一酸化炭素,,,,
B200312,cardboard,n,厚紙,ボール紙,,,
B200313,cardigan,n,カーディガン,,,,
B200314,carefree,adj,心配のない,のんきな,,,
B200315,caring,adj,人や態度が)親身な，思いやりのある,(年寄り・身体不自由者の)日常の世話をする，介護する.,,,
B200316,carnival,n,〈U〉謝肉祭,〈C〉浮かれ騒ぎ,(また《話》carny)〈C〉《米》巡回ショー,,
B200317,carpool,n,車の所有者数人が交替でお互いを乗せて行く協定,,,,
B200318,carve,v,～を刻んで作る,(食べやすいように)〈肉〉を切り分ける,肉を切り分ける,,
B200319,cascade,n,〈C〉(いく筋にもなって落ちる)小滝,滝状になった物,,,
B200320,cast,n,〈C〉投げること,(劇・映画の)配役,,,
B200321,cast,v,〈他〉を投げる,を投げ捨てる《off》,《～に》〈影・光〉を投げ掛ける,〈目・視線など〉を向ける,〈票〉を投じる
B200322,casually,adv,偶然に,なにげなく,,,
B200323,catalog,n,目録,～を目録に載せる,,,
B200324,catalyst,n,触媒[剤]、変化を促進するもの、誘因,,,,
B200325,catastrophe,n,〈U〉〈C〉(突然の)大変動,悲劇的結末,,
B200326,catastrophic,adj,悲劇的な,大異変の,破滅的な,,
B200327,catchy,adj,調子がおもしろくて覚えやすい,引っ掛かりやすい(tricky),,,
B200328,categorization,n,カテゴリー化,,,,
B200329,catering,n,料理を調達する人・サービス、 賄(まかな)うこと,,,,
B200330,cathedral,n,(bishopが統轄する)大寺院,(一般の)大教会,,,
B200331,cause,n,〈U〉原因,正当な理由,主義,目的〈U〉〈C〉訴訟,
B200332,cease,v,〈自〉止む,〈他〉をやめる,,,
B200333,ceiling,n,天井,いちばん高い所,(価格・賃金などの)最高限度,(航空機の)上昇限度,
B200334,cellar,n,地下室(basement)食料貯蔵室,貯蔵ぶどう酒,《話》《the ~》(スポーツのチームなどの)最下位,,
B200335,cellist,n,チェロ奏者,,,,
B200336,cello,n,チェロ(楽器)[violoncelloの短縮形],,,,
B200337,cemetery,n,(教会に付属しない)共同墓地,埋葬地,,,
B200338,centigrade,n,(温度計の)百分度,セ氏温度計,,,
B200339,certificate,n,〈C〉証明書,免許証(状),卒業証書,,
B200340,certification,n,〈U〉証明,〈C〉証明書(certificate),,,
B200341,certify,v,を証明する,を保証する,を確認する,,
B200342,challenge,v,〈他〉に挑む,に異議を申し立てる,,,
B200343,chancellor,n,〈C〉(西独・オーストリアなどの)首相,(アメリカのいくつかの大学で)総長,各種の高官の称号,,
B200344,chaotic,adj,混沌とした,無秩序の,,,
B200345,characteristic,adj,特有の,独特の,,,
B200346,charming,adj,魅力的な,楽しい,,,
B200347,chase,v,〈人・動物など〉を追いかける,,《～から》〈人・動物など〉を追い払う 《from》,《～を》追う,《話》《～を》走り回る《about ～》,
