id,word,expectedPos,answer1,answer2,answer3,answer4,answer5
B100086,altogether,adv,まったく,全部で,全体から見て,,
B100087,amazed,adj,《～に》びっくり仰天した,《～に》驚きあきれた《at ～》,,,
B100088,amazing,adj,驚くべき,びっくりさせるような,,,
B100089,ambitious,adj,大望を抱いた,(仕事・計画などが)野心的な,,,
B100090,ambulance,n,救急車,,,,
B100091,amount,n,〈U〉《the ~》総計,(ある)量,〈U〉真意,要旨,,
B100092,amusing,adj,おもしろい,おかしい,楽しい,,
B100093,analysis,n,〈U〉(内容・状況などの)分析,(詳細な)検討,(化学・物理で)分析,,
B100094,analyze,v,〈状況など〉を分析する,〈物質など〉を(～に)分析する,《米》〈人〉を精神分析する(psychoanalyze),〈文〉を[文法的に]分解する,
B100095,anger,n,怒り,立腹,,,
B100096,angle,n,〈C〉かど,角度,観点,,
B100097,animated,adj,生き生きとした,生きているように動く(作られた),,,
B100098,animation,n,〈U〉活気,〈U〉漫画(動画)製作,〈C〉漫画映画,,
B100099,announce,v,～を発表する,～‘の'来訪(到着),〈物事が〉～を示す,(ラジオ・テレビで)〈試合など〉‘の'アナウンスをする,アナウンサーとして勤める(働く)
B100100,announcement,n,〈C〉《～についての》発表,布告,,,
B100101,annoyance,n,〈U〉困惑,〈C〉困らせる(いらいらさせる)人(物,,,
B100102,annoyed,adj,人が)イライラした,腹を立てた,,,
B100103,annual,adj,1年の,年々の,1年1回の,(植物が)1年生の,年報
B100104,annually,adv,毎年,年に一回,,,
B100105,ant,n,アリ,,,,
B100106,anti,adj,【接頭辞】反～,非～,対～,抗～,不～
B100107,antique,n,〈C〉古物,《the ~》古代美術,,,
B100108,antonym,n,反意語(hotに対するcoldなど),,,,
B100109,anxiety,n,〈U〉《～について》心配,for》,〈C〉心配事,〈U〉切望,〈C〉切望する事
B100110,anxiously,adv,心配して,不安気に,,,
B100111,anyhow,adv,何としても,いずれにせよ,とにかく,,
B100112,ape,n,サル(monkey),(特に,人まねをする人,～のまねをする,,
B100113,apology,n,〈C〉(～に対する)わび,〈U〉〈C〉(口頭・文書による)(～の)弁護,〈C〉《話》(～とは)申し訳ばかりのもの,,
B100114,apparent,adj,明白な,外見上の,,,
B100115,appeal,n,(助力などの)訴え,哀願《+for+名》,(権威などへの)訴え《+to+名》,控訴,(～に)訴える魅力《+to+名》,
B100116,appetite,n,〈U〉食欲,〈C〉《～に対する》欲求,,,
B100117,applaud,v,拍手喝采する,～‘に'拍手喝采する,～を拍手してほめる,,,
B100118,applause,n,拍手喝采,称賛,a round of applause  = 拍手喝采,,,
B100119,application,n,〈U〉《～の～への》適用,〈U〉〈C〉《～への》申し込み,〈U〉《～に》専心すること 《to ～》,,
B100120,appoint,v,《文》《～のために》(日時・場所など)を決める 《for ～》,(人)を任命する,,,
B100121,appreciation,n,〈U〉(～を)正しく認識すること,〈U〉《時にan~》(文学・芸術などの)理解,〈U〉(～に対する)感謝《+for+名》,〈U〉《時にa~》(価格の)騰貴,
B100122,approach,n,〈U〉〈C〉(～に)接近,《しばしば複数形で》(ある目的で)(人に)近づくこと,〈U〉(～との)近似,〈C〉(～へ)近づく道,〈C〉(問題・作品などの)扱い方
B100123,approval,n,〈U〉《～に対する》賛成,是認,承認 《to ～》,,
B100124,approve,v,〈事〉をよいと認める,(正式に)～を認可する,《approve of+名(doing)》(～を)承認する,,
B100125,approximately,adv,約,おおよそ,,,
B100126,architect,n,建築家,(特に長期にわたる作業計画・事業などの)創始者,,,
B100127,arise,v,〈問題・事件などが〉起こる,《Aから》生じる《from A》,,,
B100128,arithmetic,n,算数,=arithmetical,,,
B100129,arm,v,《～で》～を武装させる《with ～》,《必要・有用なもので》〈人〉を防備させる,,《～に》武装して備える《for》,《～で》防備する《with ～》,
B100130,army,n,《ときにA-》陸軍,《the A-》軍隊,(一国の全)軍隊,共通の主義・主張のために組織された)(～の)団体,(人・動物などの)大群《+of+名》,
B100131,arrange,v,を整理する,(前もって)～を手配する,を編曲する,手配する,《Aと～について》打ち合わせる
B100132,arrangement,n,〈U〉《～の》整理,〈C〉整理したもの,整理の仕方,《～の》準備,《U
B100133,arrest,n,逮捕,止めること,,,
B100134,arrest,v,(～の罪で)～を逮捕する,〈進歩など〉を止める,〈注意など〉をひく,,
B100135,arrival,n,〈U〉(～への)到着《+at(in)+名》,〈U〉(目標・目的などへの)到達《+at(in)+名》,〈C〉到着した人(物),,
B100136,arrow,n,矢,用途・形などが)矢に似た物,(記号の)矢印(→,,,
B100137,artist,n,芸術家,(特に)画家,またartiste)芸能人(俳優・歌手・ダンサーなど),(その道の)達人,,
B100138,artistic,adj,芸術的な,芸術(美術)の,芸術家(美術家)の,美的感受性に富む,,
B100139,ashamed,adj,恥じて,《補語にのみ用いて》《～するのを》ためらって,,,
B100140,aside,adv,わきへ,別にしておいて,考慮しないで,《名詞の後で》～はさておき,
B100141,aspect,n,側面、観点、様相,,,,
B100142,aspirin,n,〈U〉アスピリン(鎮痛・解熱剤),〈C〉アスピリン錠,,,
B100143,assign,v,〖A to B,BA〗AをBに割り当てる,,,
B100144,assignment,n,割り当てられた仕事,,,,
B100145,assist,v,を手伝う,《～を》手伝う,,,
B100146,assistance,n,手伝い,助力,援助,,
B100147,assistant,n,助手,店員,,,
B100148,associate,v,(人)を《～の》仲間に加える,《～と》仲間になる,《～と》合体する,関連する,
B100149,assume,v,(証拠はないが)～を本当のことと思う,《かたく》(役目・任務・責任など)を引き受ける,,,
B100150,astronomer,n,天文学者,,,,
B100151,athletic,adj,運動競技の,運動家の,強健な,,,
B100152,Atlantic,adj,大西洋の,《the ~》大西洋,,,
B100153,atmosphere,n,〈C〉《the ~》(地球を取り巻く)大気,(特定の場所の)空気,雰囲気,,
B100154,atomic,adj,原子の,原子力の,極微の,,
B100155,attach,v,《～に》～をつける,《～に》付属する,,,
B100156,attachment,n,〈U〉《～への》取り付け,for ～》,《～への》愛着,,
B100157,attain,v,を達成する,に達する,《～に》到達する《to》,,,
B100158,attempt,v,を企てる,を試みる,,,
B100159,attend,v,に出席する,の世話をする,《～に》注意する《to》,《～に》励む《to》,
B100160,attract,v,(物理的な力で)～を引きつける,〈人,,,
B100161,attraction,n,〈U〉魅力,引きつける力[性質],〈C〉人を引きつける物[人],吸引,引力
B100162,authority,n,〈U〉(地位の持つ),〈C〉権力者,〈C〉(情報・助言などの)信頼すべき筋,〈C〉(その道の)大家,
B100163,auxiliary,adj,補助の,助動詞([auxiliary verb]),,,
B100164,available,adj,利用できる,(品物・情報などが)手にはいる,(人が)手があいている,(法律が)効力のある,
B100165,avenue,n,(門から家に向かう)並木道,(都市の)大通り,～に)近づく道(手段)《+to+名》,,
B100166,award,v,(審査して)《～に》〈賞など〉を与える,を授ける 《to ～》,,,
B100167,aware,adj,知っている,気づいている,,,
B100168,awareness,n,〈U〉自覚,《～に》気づいていること《of ～》,,,
B100169,awesome,adj,畏敬の念を起こさせる,恐ろしい,畏敬の念に満ちた,うやうやしい 素晴らしい,,,
B100170,awkward,adj,気まずい,(人・動作などが)ぶかっこうな,(物が)扱いにくい,(状態・問題などが)やっかいな,
B100171,babysit,v,ベビーシッターをする,世話をする,,,
B100172,babysitter,n,留守番の子守り(おもに女子中学生・高校生のアルバイト),,,,
B100173,back,v,〈車など〉を後退させる,(～で)〈人・計画など〉を後援する,後ずさりする,,
B100174,backache,n,背の痛み,,,,
B100175,backpack,n,背のう(リュックサック・ナップサックなど),,,,
B100176,backpacker,n,バックパッカー,,,,
B100177,backpacking,n,バックパック(を背負っての)旅行,,,,
B100178,bacon,n,ベーコン,,,,
B100179,baggage,n,〈U〉手荷物,おてんば娘,,,
B100180,baker,n,パン屋,パン焼き職人,,,
B100181,bakery,n,パン製造所,パン屋,,,
B100182,balance,n,〈C〉天秤,調和,,,
B100183,bald,adj,(頭が)はげた,(山に樹木がなくて)裸の,(文体など)単調な,あからさまな,
B100184,bandage,n,包帯,,,,
B100185,bang,n,〈C〉バンという音,バンという一撃(強打,おかっばにした前髪,,
B100186,bang,v,～をバンと打つ,バンと音を立てる,〈前髪〉を切り下げにする,,
B100187,bank account,n,銀行勘定,当座預金,,,
B100188,bar,v,〈他〉〈戸・門など〉にかんぬきをさす,〈道・通行など〉を妨げる,,,
B100189,barbecue,v,〈食用肉〉をじか火で焼く,～を濃く味つけしたソースで料理する,,,
B100190,bare,adj,裸の,からの,ありのままの,かろうじての,
B100191,barely,adv,ほとんど～ない,かろうじて,むきだしに,,
B100192,bark,n,〈C〉(犬・アザラシなどの)ほえ声,どなり声,砲声,,
B100193,barman,n,〈C〉(男性の)バーテンダー([bartender],,,,
B100194,barrel,n,(胴のふくれた)たる,(～の)1たる[の量]《+of+名》,銃身,《単数扱い》(～の)多量《+of+名》《話》,
B100195,base,v,,《～に》～の基礎をおく 《on》,upon ～》,,,
B100196,basement,n,地階,地下室,,,
B100197,basin,n,たらい,(～の)たらい1杯[分]《+of+名》,(自然または人工の)水たまり,(川の)流域,くぼ地,入江
B100198,basis,n,,〈C〉《考えなどの》基礎 《of》,基準,(議論などの)根拠,(混合物の)主成分,
B100199,bat,v,〈C〉コウモリ,,,,
B100200,bathe,v,《米》〈子供など〉を入浴させる,～を浸す,《米》入浴する,《おもに英》水泳する,
B100201,battle,n,〈C〉(個々の)戦闘,〈C〉闘争,〈U〉《the~》勝利,成功,,
B100202,beard,n,〈C〉(人や動物の)あごひげ,(一般に)ひげ状のもの,,,
B100203,beast,n,《文》(人間以外の)動物,(けもののように)粗暴な人,《英話》《~a》(～の)とてもいやなこと(物)《+of+名》,,
B100204,beat,v,(連続して)～をたたく,《～に》～をたたきつける,《～に》～をたたいて作る《into ～》,〈金属〉を打ち延ばす,～を勢いよくかき混ぜる,〈リズム・拍子〉を手をたたいてとる
B100205,beautifully,adv,美しく,みごとに,,,
B100206,because of,prep,(直接的な原因・理由として)～のために,～のせいで,,,
B100207,bedside,n,寝床の側～(病人の)まくら元,寝床のぞばの,,,
B100208,behalf,n,味方,利益,《on ~ of A》Aの代理で,,
B100209,behave,v,ふるまう,行儀よくする,,,
B100210,belief,n,〈U〉信念,《～への》信頼《in ～》,(あるものの真実性・存在を)信じること,〈U〉〈C〉《～への》信仰《in ～》,
B100211,beloved,adj,最愛の,非常に愛されている,,,
B100212,beneath,prep,～の下に,～の圧力下に,～より劣って,～に値しない,
B100213,benefit,n,〈C〉〈U〉ためになること(もの),〈C〉(国家などにより支払われる)給付金,〈U〉慈善興行,,
B100214,bent,adj,bendの過去・過去分詞,曲がった,《補語にのみ用いて》(～の)決心をした,《英俗》不正直な,
B100215,besides,prep,～に加えて,《否定文・疑問文で》～を除いて,,,
B100216,bet,v,〈金・物〉をかける,(かけ事・ゲームなどで)〈人〉‘と'かけをする《+名〈人〉+on+名》,～に)かける《+on(against)+名(one's doing)》,,
B100217,bilingual,adj,2つの言語を話す,,,,
B100218,bill,v,～に《～の》勘定書(請求書)を送る《for ～》,ポスター(ビラ)で宣伝する,,,
B100219,bin,n,(穀物・石炭などを入れる)ふたつきの大箱,(れんがなどで仕切った)貯蔵所,,,
B100220,biochemistry,n,生化学,,,,
B100221,biography,n,〈C〉伝記,経歴,《集合的に》伝記文学,,
B100222,biology,n,生物学,,,,
B100223,bishop,n,(新教の)主教,(チェスで)ビショップ[のこま],,,
B100224,bite,v,をかむ,かむ,,,
B100225,bitter,adj,苦い,つらい 苦しい,(寒気などが)きびしい,敵意に満ちた,冷酷な,しんらつな,彼肉な
B100226,blame,n,〈U〉責任,非難,,,
B100227,bleed,v,出血する,(切り口などから)〈植物が〉樹液を出す,(～に)血の出るような思いをする《+for+名》,〈絵具・染料などが〉にじむ,病気の治療として)〈患者〉‘から'血をとる
B100228,blend,v,分離できないほどに)～を混ぜ合わせる,(～に)～を混ぜる《+名+with+名》,混じる,溶け合う,～と)調和する《+with+名》(harmonize),,
B100229,bless,v,〈神などが〉《～を》〈人〉に授ける,を祝福する,,,
B100230,blessing,n,神の祝福を求める祈り,食前の食後の)祈り(grace),(神の)恩恵,《しばしば複数形で》ありがたいこと(もの),
B100231,blind,adj,目の見えない,《補語にのみ用いて》(～を)見る目がない,盲目的な,(特に車の運転者に)隠れて見えない,通りなどが)行き止まりの
B100232,block,v,〈通路など〉をふさぐ,〈帽子など〉の型取りをする,特にアメリカンフットボールで)〈相手選手の突進〉をブロックする,(ボクシングで)〈相手のパンチ〉をブロックする,,
B100233,blog,n,〈C〉ブログ,,,,
B100234,blogger,n,ブロガー,,,,
B100235,blush,n,〈C〉(当惑・恥ずかしさによる)赤面,〈U〉〈C〉赤み,,,
B100236,board,v,～‘に'板を張る,～‘に'食事を出す,～‘に'乗り込む,(～に)まかない付きで下宿する,
B100237,boast,v,自慢する,だと自慢する,,,
B100238,bold,adj,大胆な,ずぶとい,太くて目立つ,(文字が)肉太の,けわしい,
B100239,boldly,adv,大胆に,ずうずうしく,際立って,,,
B100240,bomb,n,爆弾,,,,
B100241,bomb,v,爆撃する,,,,
B100242,bond,n,〈C〉縛る物,《通例複数形で》束縛,《しばしば複数形で》(血縁),証書,接着,接着剤
B100243,book,v,(座席・切符・部屋などの)予約をする《+for+名》,,,,
B100244,booking,n,(座席や切符などの)予約,(芸能人の)出演契約,,,
B100245,boom,n,〈C〉〈遠雷・砲声・波などが〉とどろく音,にわか景気,,,
B100246,boot,n,〈C〉《通例複数形で》(皮・ゴム製の)長ぐつ,深ぐつ,《話》蹴り,,
B100247,border,n,ヘリ,(衣服・絵画などの)縁飾り,国境,,
B100248,bore,v,《～で》をうんざりさせる,,退屈させる《with》,by ～》,,
B100249,boredom,n,退屈,〈C〉退屈なこと,,,
B100250,bother,n,やっかい,,,,
B100251,bounce,v,〈ボールなどが〉はずむ,〈人が〉はねる,～をはずませる,,
B100252,bound,adj,《～へ》行く途上にある,《複合語を作って》「～行きの」の意を表す,,,
B100253,bow,n,弓,(楽器の)弓,弓形,リボンなどの)ちょう結び,ちょうネクタイ([bowtie]),めがねの)つる
B100254,bowl,v,ボーリングをする,(クリケットで)投球する,〈車などが〉すべるように走る《along》,〈球〉をころがす,クリケットで)〈球〉を投げる
B100255,boxing,n,ボクシング,,,,
B100256,bracelet,n,腕輪,,,,
B100257,brainstorming,n,《米》ブレーンストーミング(各人が自由にアイデアを出し合う会議法),,,,
B100258,branch,v,枝を出す,(川・道・鉄道などが)分岐する,,,
B100259,brand-new,adj,《よい意味で》真新しい,,,,
B100260,brass,n,〈U〉真ちゅう(銅と亜鉛の合金),〈C〉《おもに複数形》真ちゅう製器具,《しばしば複数形で》金管楽器,〈U〉《話》《～する》ずうずうしさ,
B100261,bravely,adv,勇敢に,りっぱに,,,
B100262,breakthrough,n,飛躍的進歩、大発見,,,,
B100263,breast,n,〈C〉胸,乳房,《文》胸中,,
B100264,breath,n,〈U〉息,〈C〉(風の)そよぎ,(～の)かすかなかおり《+of+名》,〈C〉(～の)ささやき(whisper)《+of+名》,,
B100265,breathless,adj,息切れした,《まれ》そよ吹く風もない,息の絶えた,,
B100266,breed,v,動物が子を生む,(家畜)を飼育する,を生む,,
B100267,breeding,n,繁殖,育ち,,,
B100268,brick,n,〈C〉(1個の)れんが,〈U〉(材料としての)れんが,〈C〉(形が)れんがに似た物,,
B100269,brief,adj,短時間の,短期間の(short),言葉数の少ない,,,
B100270,briefly,adv,手短に,簡単に,簡潔に,,
B100271,brightly,adv,輝いて,晴れやかに,,,
B100272,broad,adj,幅の広い,広大な,寛大な,広範囲にわたる,
B100273,broadcast,n,(ラジオ・テレビの)放送番組,放送,,,
B100274,broccoli,n,ブロッコリー(カリフラワーに似た植物),茎と花球は食用,,,
B100275,bronze,n,〈U〉青銅,〈C〉青銅製の美術品,〈U〉青銅色,,
B100276,brotherhood,n,〈U〉兄弟の間がら,〈C〉組合,,,
B100277,bubble,n,〈C〉あわ,〈U〉あわ立ち,〈C〉(すぐ消える)あわのようなこと,〈C〉シャボン玉,
B100278,buddy,n,《話》兄貴,仲間,,,
B100279,builder,n,〈C〉建築業者,～を建てる人,,,
B100280,bull,n,〈C〉牛,雄,(株の)買い方,,
B100281,bullet,n,弾丸,銃弾,小銃弾,,
B100282,bulletin,n,〈C〉公報,(学会の)会報,,,
B100283,bump,v,に突き当たる,,《～に》を突き当てる《on》,,against ～》《～に》突き当たる《into》,against ～》,車が)ガタガタ揺れて通る
B100284,bunch,n,〈C〉《～の》束,《話》《～の》群れ 《of ～》,《米》多数の～,,
B100285,burden,n,〈C〉荷物,《～にとっての》重荷,,,
B100286,bureau,n,《米》(通例上部に鏡のついた)たんす(chest of drawers,《おもに英》(引き出しのついた)大机,《米》(官庁の)局(《英》[department],(一般に)事務所,
B100287,burglar,n,夜盗,強盗,,,
B100288,burn,v,燃える,焦げる,光を出す,を燃やす,
B100289,burning,adj,燃えている,燃えるように熱い,強烈な,火急の,,
B100290,burst,v,破裂する,急に～する,を破裂させる,,
B100291,bust,v,を破裂させる,～をなぐる,～を破産させる,～を逮捕する,〈軍人〉の階級を下げる
B100292,but,prep,～を除いて,以外に([except]),,,
B100293,butcher,n,〈C〉家蓄屠殺業者,肉屋,虐殺者,《米》(列車内・観覧席の)売り子,
B100294,buyer,n,買い手,(小売店などの)仕入れ係,,,
B100295,cabbage,n,キャベツ,(食用の)キャベツの葉,,,
B100296,cabin,n,〈C〉(通例),船室,,,
B100297,cage,n,鳥かご,(動物の)おり,鳥かご(おり)のような物,エレベーターの箱,野球の打撃練習用の移動バックネット,獄舎,
B100298,calculate,v,～を見積もる,《受動態で》(ある目的で)～を意図する(intend,(推理・常識・体験によって)～を予想する,見積もる,計算する,
B100299,calculation,n,〈U〉〈C〉計算,予想,意図,,
B100300,calculator,n,計算者,計算器機(=calculating machine),,,
B100301,calf,n,{C}子牛,〈C〉(象・鯨・アザラシ・鹿などの)幼獣,〈U〉=calfskin,,
B100302,caller,n,〈C〉訪問客,呼ぶ人,(スクエアダンスで)ステップを大声で指示する人,,
B100303,calm,adj,(海・湖などが)穏やかな,(心・態度などが)平静な,,,
B100304,calmness,n,平静さ,落ち着き,,,
B100305,camel,n,ラクダ,=caisson2,,,
B100306,campsite,n,キャンプ場(ふつう炊事施設がある),,,,
B100307,canal,n,運河,(食道・気菅などの)導菅,(火星の苗面に見える)運河状の地形,,
B100308,cancel,v,〈約束や注文など〉を取り消す,(線などを引いて)～を消す《out》〈切手など〉に消印を押す,〈事が〉〈相反する事〉を帳消しにする,〈方程式の左右の共通の項が〉約される,
B100309,cancer,n,〈U〉〈C〉がん,害悪,,
B100310,candle,n,ろうそく,,,,
B100311,canned,adj,《米》かん詰めの《英》tinned,《話》(レコード・テープに)録音された,,,
B100312,canteen,n,酒保(=post exchange)(兵営内で雑貨・食料などを売る店,(兵士の)水筒,(一般工場内の)売店,,
B100313,capable,adj,能力がある,有能な,,,
B100314,capacity,n,〈U〉(建物などの)収容力,〈U〉(人の)能力,〈C〉《～の》資格,,
B100315,capsule,n,小容器,(薬の)カプセル,(植物の)さく,(生物体の)被のう,(宇宙ロケットの)カプセル,
B100316,capture,n,〈U〉(～を)つかまえること,〈C〉捕虜,捕獲した物(動物),,,
B100317,capture,v,〈動物・犯人・敵兵など〉を捕える,〈物〉を手に入れる,〈注意・関心など〉をひきつける,,
B100318,care,v,〈U〉心配,〈C〉《しばしば複数形で》心配事,〈U〉細心の注意,〈U〉(～の)世話,〈C〉関心事
B100319,career,n,〈C〉生涯,〈C〉(特に専門的訓練を要する)職業,〈U〉進展,疾走する,
B100320,careless,adj,(人が)不注意な,《補語にのみ用いて》(～に)無とんじゃくな,《名詞の前にのみ用いて》(仕事などが)不注意な,,
B100321,carelessly,adv,不注意に,うっかり,,,
B100322,carelessness,n,〈U〉不注意,軽率,うかつ,,
B100323,carpet,n,(部屋いっぱいに敷く)じゅうたん,《比喩(ひゆ)的に》一面をおおうもの,,,
B100324,carriage,n,〈C〉(特に自家用)四輪馬車,〈C〉《米》うば車(=baby carriage),〈C〉(機械などの)可動部分,〈U〉(歩いたり立ったりしているときの)身のこなし,〈C〉《粟》(列車の)車両
B100325,carton,n,〈C〉カートン(牛乳パックや卵のケースなどのこと),カートン1杯《のA》《of A》,,,
B100326,cashpoint,n,《英》現金自動支払機,,,,
B100327,casual,adj,無造作な,偶然の,くだけた,無頓着な,
B100328,categorize,v,～を分類する,範疇に分ける,,,
B100329,category,n,論理学・哲学で)範疇(はんちゅう)(ある体系の中でその内容特質に応じて分けた部門,,,,
B100330,cattle,n,集合的に)畜牛,,,,
B100331,caution,n,〈U〉《～への》用心,〈C〉警告の言葉,,,
B100332,cautious,adj,注意深い,用心深い,慎重な,,
B100333,cave,n,ほら穴,(特に)横穴,,,
B100334,CD-ROM,n,＝compact disc [disk] read only memory,シーディーロム(コンパクトディスクを使った記録媒体),,,
B100335,celebrity,n,〈U〉名声,〈C〉有名人,,,
B100336,cell,n,細胞,独房,電池,通話可能区域,携帯電話
B100337,central,adj,中心の,主要な,(音声が)中舌音の,電話交換局(《英》[telephone]exchange),
B100338,central heating,n,集中暖房装置,,,,
B100339,ceremony,n,〈C〉儀式,形式ばること,うわべだけの行為,,
B100340,certainty,n,〈U〉確実性,〈C〉確実なもの(こと),,,
B100341,challenging,adj,挑戦的な,興味をそそる,,,
B100342,champion,n,チャンピオン,優勝者,,,
B100343,channel,n,〈C〉水路,海峡,みぞ,経路,ルート
